rent,bed,bath,school,elemenatary_school,middle_school,high_school,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,area_Allston,area_Back Bay/ Beacon Hill,area_Central,area_Charlestown,area_Dorchester,area_East Boston,area_Fenway,area_Hyde Park,area_Jamaica Plain,area_Mattapan,area_Mission Hill,area_Roslindale,area_Roxbury,area_South Boston,area_South End,area_West Roxbury,property_type_apartment,property_type_condo,property_type_multifamily,property_type_singlefamily,property_type_townhouse,crime_High,crime_Highest,crime_Low,crime_Lowest,crime_Moderate,area
2150,2.0,1.0,25,7,9,9,31,5,1,0,1,1,1,1,1,0,306,39,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3600,5.0,1.0,20,6,7,7,31,2,0,0,1,0,0,1,0,0,323,42,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3400,4.0,1.0,12,4,4,4,31,0,0,0,0,0,0,0,0,1,310,36,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
1995,2.0,1.0,20,6,7,7,31,4,1,0,0,1,1,1,0,0,301,38,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
3500,4.0,2.0,20,6,7,7,31,0,0,0,0,0,0,0,0,0,312,41,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2400,3.0,2.0,17,5,6,6,31,5,1,0,1,1,1,1,1,0,315,39,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2000,2.0,1.0,26,8,9,9,56,2,1,0,1,0,0,0,1,1,309,41,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2195,2.0,1.0,19,7,6,6,31,0,0,0,0,0,0,0,0,0,309,40,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
4200,5.0,2.0,17,5,6,6,31,3,1,0,0,1,1,0,1,1,317,39,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Allston
2650,3.0,1.0,25,7,9,9,31,0,0,0,0,0,0,0,0,0,300,36,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
4500,5.0,2.0,23,7,8,8,31,5,1,0,1,1,1,1,0,0,307,35,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2300,2.0,1.0,26,8,9,9,31,0,0,0,0,0,0,0,0,0,307,40,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2250,2.0,1.0,25,7,9,9,31,5,1,0,1,1,1,1,1,0,306,39,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
1900,2.0,1.0,20,6,7,7,31,3,1,0,0,1,1,0,0,0,300,38,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3600,4.0,2.0,21,7,7,7,31,3,1,0,0,1,1,0,1,0,330,46,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
4500,5.0,2.0,21,7,7,7,31,5,1,0,1,1,1,1,0,0,334,41,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3600,4.0,2.0,26,8,9,9,31,5,1,0,1,1,1,1,1,0,309,41,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2250,3.0,1.0,21,7,7,7,31,4,1,0,1,1,1,0,0,0,330,46,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2375,3.0,1.0,17,5,6,6,31,4,1,0,0,1,1,1,1,0,318,41,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2700,3.0,1.0,12,4,4,4,31,4,1,0,1,1,1,0,1,0,316,34,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
1900,2.0,1.0,14,4,5,5,31,2,1,0,0,0,0,1,1,0,326,41,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2375,2.0,1.0,9,3,3,3,31,6,1,1,1,1,1,1,1,1,278,32,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
1700,1.0,1.0,14,4,5,5,31,0,0,0,0,0,0,0,0,0,319,41,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
1700,1.0,1.0,20,6,7,7,31,0,0,0,0,0,0,0,0,0,311,41,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
3200,4.0,2.0,9,3,3,3,31,5,1,0,1,1,1,1,1,1,287,32,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3400,5.0,1.0,20,6,7,7,31,2,0,0,1,0,0,1,0,0,323,42,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2350,3.0,1.0,12,4,4,4,31,5,1,0,1,1,1,1,1,1,368,40,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2750,3.0,1.0,19,7,6,6,31,0,0,0,0,0,0,0,0,0,309,40,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2200,2.0,1.0,17,5,6,6,31,3,1,0,0,1,1,0,1,0,317,42,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2300,2.0,1.0,23,7,8,8,31,3,1,0,0,1,1,0,0,0,327,40,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2200,2.0,1.0,26,8,9,9,31,3,1,0,0,1,1,0,1,0,292,37,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3000,4.0,1.0,20,6,7,7,31,3,1,0,0,1,1,0,0,0,303,39,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Allston
2750,3.0,2.0,25,7,9,9,31,4,1,0,0,1,1,1,0,0,305,39,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2250,2.0,1.0,23,7,8,8,31,4,1,0,1,1,1,0,0,0,327,40,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2499,3.0,1.0,23,7,8,8,53,5,1,0,1,1,1,1,1,0,313,34,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Allston
2750,3.0,1.0,22,6,8,8,31,0,0,0,0,0,0,0,0,0,296,36,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2995,4.0,2.0,20,6,7,7,31,4,1,0,0,1,1,1,1,0,303,38,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Allston
2300,3.0,1.0,20,6,7,7,31,4,1,0,0,1,1,1,1,1,330,37,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
3500,4.0,2.0,20,6,7,7,31,5,1,0,1,1,1,1,1,0,312,41,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3300,4.0,1.0,26,8,9,9,31,5,1,0,1,1,1,1,0,0,309,41,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
2200,2.0,1.0,20,6,7,7,31,3,1,0,0,1,1,0,1,0,312,41,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Allston
3100,4.0,1.0,20,6,7,7,31,2,0,0,1,0,0,1,0,0,323,40,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2400,2.0,1.0,23,7,8,8,31,3,1,0,0,1,1,0,1,0,314,41,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2600,3.0,1.0,25,7,9,9,31,0,0,0,0,0,0,0,0,0,314,41,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Allston
2750,2.0,1.0,4,2,2,0,20,4,1,0,1,1,1,0,1,0,863,101,308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central
2850,2.0,1.0,5,3,2,0,20,0,0,0,0,0,0,0,1,0,868,101,308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central
2600,1.0,1.0,4,4,0,0,21,0,0,0,0,0,0,0,1,0,886,105,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central
2450,1.0,1.0,4,4,0,0,21,1,0,1,0,0,0,0,1,0,864,102,306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central
2200,1.0,1.0,4,2,2,0,20,1,0,0,1,0,0,0,0,0,840,103,288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Central
4000,3.0,1.0,6,2,2,2,21,0,0,0,0,0,0,0,0,0,684,70,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Back Bay/ Beacon Hill
3000,2.0,1.0,8,2,3,3,21,1,1,0,0,0,0,0,1,0,670,90,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Back Bay/ Beacon Hill
3950,3.0,1.0,6,2,2,2,21,5,1,0,1,1,1,1,1,1,684,70,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Back Bay/ Beacon Hill
4500,3.0,1.0,6,2,2,2,21,4,1,0,1,1,1,0,1,1,684,70,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Back Bay/ Beacon Hill
2500,1.0,1.0,3,1,0,2,21,0,0,0,0,0,0,0,0,0,672,67,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Back Bay/ Beacon Hill
3200,2.0,1.0,3,1,1,1,21,5,1,0,1,1,1,1,1,1,698,67,239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Back Bay/ Beacon Hill
3000,1.0,1.0,5,2,0,3,28,2,0,0,1,0,0,1,0,0,784,81,273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Back Bay/ Beacon Hill
3200,2.0,1.0,3,1,0,2,21,0,0,0,0,0,0,0,1,1,671,66,258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Back Bay/ Beacon Hill
4500,4.0,1.0,12,4,4,4,53,5,1,0,1,1,1,1,1,0,409,76,129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4500,4.0,2.0,7,3,2,2,53,0,0,0,0,0,0,0,1,0,152,35,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3000,3.0,1.0,8,4,4,0,53,0,0,0,0,0,0,0,1,0,266,57,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3800,4.0,1.0,18,6,6,6,53,1,1,0,0,0,0,0,1,0,372,75,115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,South Boston
2300,1.0,1.0,18,6,6,6,53,3,1,0,0,1,1,0,1,1,239,51,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3150,3.0,1.0,18,6,6,6,53,0,0,0,0,0,0,0,1,0,244,53,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3550,3.0,1.5,7,3,2,2,53,3,1,0,1,0,0,1,1,1,142,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,South Boston
3600,2.0,2.0,11,5,3,3,53,5,1,0,1,1,1,1,1,1,154,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2180,1.0,1.0,15,5,5,5,53,5,1,0,1,1,1,1,1,0,440,82,155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
1925,1.0,1.0,15,5,5,5,53,4,1,0,1,1,1,0,1,0,245,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
4600,4.0,1.0,11,5,3,3,53,3,1,0,0,1,1,0,1,0,126,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3685,2.0,2.0,10,4,3,3,53,3,1,0,0,1,1,0,1,1,243,46,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2600,1.0,1.0,14,6,4,4,53,4,1,1,1,0,0,1,0,1,115,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2725,3.0,1.0,19,7,6,6,53,1,1,0,0,0,0,0,1,1,215,54,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3200,4.0,2.0,19,7,6,6,53,3,1,0,0,1,1,0,0,0,215,54,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3850,4.0,2.0,11,5,3,3,53,4,1,1,0,1,1,0,1,1,124,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4054,2.0,2.0,5,3,2,0,53,5,1,1,1,1,1,0,1,1,826,107,310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,South Boston
3900,4.0,1.0,13,5,4,4,53,3,1,0,0,1,1,0,1,0,242,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
3400,3.0,1.0,13,5,4,4,53,1,1,0,0,0,0,0,1,0,190,46,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2100,2.0,1.0,4,2,2,0,53,0,0,0,0,0,0,0,1,0,744,96,284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3000,3.0,1.0,8,4,4,0,53,0,0,0,0,0,0,0,1,0,266,57,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4100,4.0,1.0,10,4,3,3,53,0,0,0,0,0,0,0,1,0,110,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4700,4.0,2.0,13,5,4,4,53,2,0,0,1,0,0,1,0,0,236,48,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
2600,2.0,1.0,15,5,5,5,53,1,1,0,0,0,0,0,1,0,259,55,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,South Boston
2425,2.0,1.0,13,5,4,4,53,2,1,0,1,0,0,0,1,1,230,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
1925,1.0,1.0,11,5,3,3,53,5,1,0,1,1,1,1,1,1,172,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2350,1.0,1.0,13,5,4,4,53,2,0,0,1,0,0,1,1,0,218,47,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4949,2.0,2.0,3,1,1,1,42,1,1,0,0,0,0,0,1,1,707,89,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,South Boston
2425,2.0,1.0,13,5,4,4,53,4,1,0,1,1,1,0,0,1,230,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
3550,4.0,2.0,12,4,4,4,53,5,1,0,1,1,1,1,0,0,490,84,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3200,3.0,1.0,14,6,4,4,53,3,1,0,0,1,1,0,1,0,108,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2850,2.0,1.0,15,5,5,5,53,4,1,1,0,1,1,0,1,1,454,81,166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2650,3.0,1.0,8,4,4,0,53,1,0,0,1,0,0,0,0,0,268,56,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,South Boston
3000,2.0,2.0,15,5,5,5,53,3,0,1,1,0,0,1,1,1,421,80,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,South Boston
2550,2.0,1.0,15,5,5,5,53,5,1,0,1,1,1,1,1,1,245,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
4100,4.0,1.0,10,4,3,3,53,4,1,0,1,1,1,0,1,0,110,24,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3790,1.0,1.0,3,1,1,1,42,5,1,0,1,1,1,1,1,1,600,72,223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2500,1.0,1.0,18,6,6,6,53,1,1,0,0,0,0,0,1,0,303,70,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3000,2.0,1.0,21,7,7,7,53,2,0,0,1,0,0,1,0,0,229,58,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
2700,2.0,1.0,19,7,6,6,53,1,1,0,0,0,0,0,1,0,208,49,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4300,3.0,2.5,12,4,4,4,53,4,1,1,0,1,1,0,1,0,454,81,166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3500,4.0,2.0,19,7,6,6,53,1,1,0,0,0,0,0,1,0,215,54,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
2800,2.0,1.0,15,5,5,5,53,3,1,0,0,1,1,0,1,0,429,81,147,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,South Boston
4325,2.0,2.0,9,4,5,0,53,0,0,0,0,0,0,0,1,0,553,86,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
1995,1.0,1.0,18,6,6,6,53,3,1,0,0,1,1,0,1,0,327,62,106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
4500,4.0,1.0,10,4,3,3,53,0,0,0,0,0,0,0,1,0,242,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,South Boston
3617,2.0,2.0,8,4,4,0,53,6,1,1,1,1,1,1,1,1,636,90,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,South Boston
2350,2.0,1.0,11,5,3,3,53,0,0,0,0,0,0,0,1,0,185,36,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,South Boston
3800,2.0,1.0,14,4,5,5,32,0,0,0,0,0,0,0,1,0,576,87,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,South End
4600,3.0,2.5,11,3,4,4,32,5,1,0,1,1,1,1,0,0,533,82,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,South End
3550,3.0,1.0,11,1,5,5,23,3,1,0,0,1,1,0,0,0,586,85,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,South End
2500,3.0,1.0,14,4,5,5,32,3,1,0,0,1,1,0,1,0,522,84,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,South End
3100,1.0,1.0,12,4,4,4,28,1,0,0,1,0,0,0,0,0,858,110,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,South End
2600,2.0,1.0,14,2,6,6,23,1,1,0,0,0,0,0,1,1,608,85,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,South End
3700,2.0,1.5,6,2,2,2,32,0,0,0,0,0,0,0,1,0,658,106,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,South End
3600,3.0,1.0,11,1,5,5,23,1,0,0,1,0,0,0,0,0,601,84,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,South End
4175,4.0,2.0,14,4,5,5,32,0,0,0,0,0,0,0,0,0,606,91,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,South End
3200,2.0,1.5,12,4,4,4,32,0,0,0,0,0,0,0,1,0,700,102,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,South End
2400,1.0,1.0,9,3,3,3,32,0,0,0,0,0,0,0,0,0,726,101,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,South End
3400,3.0,1.0,14,2,6,6,23,0,0,0,0,0,0,0,1,0,613,84,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,South End
3200,2.0,1.0,10,2,4,4,32,3,1,0,0,1,1,0,0,0,619,87,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,South End
3100,2.0,1.0,4,0,1,3,21,0,0,0,0,0,0,0,1,0,644,65,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
2650,2.0,1.0,4,0,1,3,21,5,1,0,1,1,1,1,0,0,609,65,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
2700,1.0,1.0,4,0,1,3,21,3,1,0,0,1,1,0,1,0,628,59,197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
2750,1.0,1.0,14,4,5,5,21,0,0,0,0,0,0,0,0,0,511,60,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Fenway
2300,2.0,1.0,4,0,1,3,21,1,1,0,0,0,0,0,1,0,609,65,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
3200,2.0,1.0,5,0,2,3,21,4,1,0,0,1,1,1,0,0,586,59,176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Fenway
3000,2.0,1.0,4,0,1,3,21,0,0,0,0,0,0,0,1,0,644,65,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
2600,2.0,1.0,4,0,1,3,21,4,1,0,0,1,1,1,0,0,609,65,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
2750,1.0,1.0,14,4,5,5,21,0,0,0,0,0,0,0,0,0,511,60,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Fenway
2475,1.0,1.0,3,1,1,1,21,0,0,0,0,0,0,0,1,0,651,58,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
3600,3.0,1.0,4,0,1,3,21,5,1,0,1,1,1,1,1,1,625,60,196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
2400,1.0,1.0,3,1,1,1,21,4,1,0,1,1,1,0,0,1,651,58,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
3500,2.0,1.5,3,1,1,1,21,1,1,0,0,0,0,0,1,0,679,61,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Fenway
3000,2.0,1.0,4,0,1,3,21,1,0,0,0,0,0,1,0,0,609,65,191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
3000,2.0,1.0,3,1,1,1,21,2,0,0,1,0,0,1,1,0,651,58,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
3650,2.0,1.0,3,1,1,1,21,0,0,0,0,0,0,0,1,0,651,58,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fenway
