rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundary,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
2225,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,1,1,613,53,186,https://www.trulia.com/p/ma/boston/45-bay-state-rd-5r-boston-ma-02215--2172407957
2250,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Moderate,15,3,0,0,0,1,1,1,1,0,539,52,151,https://www.trulia.com/p/ma/boston/11-peterborough-st-19-boston-ma-02215--2173909460
2300,Fenway Kenmore,multifamily,1.0,1.0,11,3,4,4,Lowest,15,2,0,0,0,1,1,0,0,0,528,47,138,https://www.trulia.com/p/ma/boston/879-beacon-st-4-boston-ma-02215--2171807433
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1171-boylston-st-15-boston-ma-02215--2172646922
2300,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Moderate,15,0,0,0,0,0,0,0,0,0,530,55,145,https://www.trulia.com/p/ma/boston/51-queensberry-st-16-boston-ma-02215--2172730415
2295,Fenway Kenmore,multifamily,1.0,1.0,11,3,4,4,Moderate,15,0,0,0,0,0,0,0,1,0,513,55,143,https://www.trulia.com/p/ma/boston/235-park-dr-17-boston-ma-02215--2001869995
2300,Fenway Kenmore,multifamily,1.0,1.0,8,2,3,3,Low,15,0,0,0,0,0,0,0,0,0,514,57,144,https://www.trulia.com/p/ma/boston/100-queensberry-st-12-boston-ma-02215--2171824081
2300,Fenway Kenmore,multifamily,1.0,1.0,8,2,3,3,Moderate,15,3,0,0,0,1,1,1,1,0,514,57,144,https://www.trulia.com/p/ma/boston/109-queensberry-st-b-boston-ma-02215--2177435665
2300,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Moderate,15,0,0,0,0,0,0,0,0,0,561,52,164,https://www.trulia.com/p/ma/boston/35-park-dr-b-boston-ma-02215--2173911088
2250,Fenway Kenmore,multifamily,1.0,1.0,2,0,0,2,Lowest,15,0,0,0,0,0,0,0,0,0,610,57,186,https://www.trulia.com/p/ma/boston/1197-boylston-st-23-boston-ma-02215--2171809635
2300,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Low,15,0,0,0,0,0,0,0,1,0,538,53,149,https://www.trulia.com/p/ma/boston/20-queensberry-st-14-boston-ma-02215--2172673045
2225,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-25-boston-ma-02215--2171827027
2225,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-17-boston-ma-02215--2171807534
2250,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Moderate,15,4,0,0,1,1,1,1,1,1,538,53,149,https://www.trulia.com/p/ma/boston/15-queensberry-st-31-boston-ma-02215--2172881435
2250,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Moderate,15,4,0,0,1,1,1,1,1,1,521,55,143,https://www.trulia.com/p/ma/boston/108-jersey-st-7-boston-ma-02215--2175445666
2250,Fenway Kenmore,multifamily,1.0,1.0,2,0,0,2,Lowest,15,0,0,0,0,0,0,0,0,0,610,57,186,https://www.trulia.com/p/ma/boston/1197-boylston-st-34-boston-ma-02215--2171685890
2300,Fenway Kenmore,multifamily,1.0,1.0,2,0,0,2,Lowest,15,0,0,0,0,0,0,0,0,0,610,57,186,https://www.trulia.com/p/ma/boston/1197-boylston-st-51-boston-ma-02215--2171808513
2300,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Low,15,2,0,0,0,1,1,0,0,0,521,55,143,https://www.trulia.com/p/ma/boston/40-queensberry-st-2-boston-ma-02215--2172941572
2300,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Moderate,15,2,0,0,1,0,0,1,0,0,521,55,143,https://www.trulia.com/p/ma/boston/112-jersey-st-d-boston-ma-02215--2173368861
2200,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Low,15,1,0,0,0,0,0,1,1,0,524,54,143,https://www.trulia.com/p/ma/boston/117-park-dr-6-boston-ma-02215--2173351107
2275,Fenway Kenmore,multifamily,1.0,1.0,8,2,3,3,Moderate,15,0,0,0,0,0,0,0,0,0,513,54,147,https://www.trulia.com/p/ma/boston/124-peterborough-st-15-boston-ma-02215--2173969195
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,623,59,196,https://www.trulia.com/p/ma/boston/1163-boylston-st-21-boston-ma-02215--2171809344
2250,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-1-boston-ma-02215--2171480465
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-22-boston-ma-02215--2171809348
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,623,59,196,https://www.trulia.com/p/ma/boston/1163-boylston-st-29-boston-ma-02215--2171809401
2250,Fenway Kenmore,multifamily,1.0,1.0,2,0,0,2,Lowest,15,0,0,0,0,0,0,0,0,0,577,55,179,https://www.trulia.com/p/ma/boston/1209-boylston-st-34-boston-ma-02215--2172410536
2275,Fenway Kenmore,multifamily,1.0,1.0,11,3,4,4,Moderate,15,0,0,0,0,0,0,0,0,0,513,55,143,https://www.trulia.com/p/ma/boston/235-park-dr-33-boston-ma-02215--2001870019
2225,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-21-boston-ma-02215--2171809466
2250,Fenway Kenmore,multifamily,1.0,1.0,2,0,0,2,Lowest,15,0,0,0,0,0,0,0,0,0,610,57,186,https://www.trulia.com/p/ma/boston/1197-boylston-st-3-boston-ma-02215--2173106876
2200,Fenway Kenmore,multifamily,1.0,1.0,11,3,4,4,Lowest,15,2,0,0,0,1,1,0,0,0,528,47,138,https://www.trulia.com/p/ma/boston/879-beacon-st-4-boston-ma-02215--2171807433
2225,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1171-boylston-st-8-boston-ma-02215--2172410331
2275,Fenway Kenmore,multifamily,1.0,1.0,8,2,3,3,Moderate,15,0,0,0,0,0,0,0,0,0,514,57,144,https://www.trulia.com/p/ma/boston/107-queensberry-st-3-boston-ma-02215--2173350918
2195,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Moderate,15,0,0,0,0,0,0,0,1,0,521,55,143,https://www.trulia.com/p/ma/boston/107-jersey-st-1-boston-ma-02215--2001865346
2900,Fenway Kenmore,multifamily,2.0,1.0,11,3,4,4,Lowest,15,2,0,0,1,0,0,1,1,1,535,47,142,https://www.trulia.com/p/ma/boston/465-park-dr-boston-ma-02215--1001444860
1950,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Moderate,15,0,0,0,0,0,0,0,0,0,561,52,164,https://www.trulia.com/p/ma/boston/29-park-dr-9-boston-ma-02215--2001870362
2900,Fenway Kenmore,multifamily,2.0,1.0,11,3,4,4,Lowest,15,1,0,0,1,0,0,0,1,0,519,42,134,https://www.trulia.com/p/ma/boston/100-saint-marys-st-8-boston-ma-02215--2001865162
2200,Fenway Kenmore,multifamily,1.0,1.0,11,3,4,4,Lowest,15,1,0,0,0,0,0,1,0,0,556,47,153,https://www.trulia.com/p/ma/boston/849-beacon-st-6-boston-ma-02215--2001875062
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-19-boston-ma-02215--2171807961
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-12-boston-ma-02215--2172410266
3600,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,High,15,0,0,0,0,0,0,0,1,0,521,52,144,https://www.trulia.com/p/ma/boston/100-jersey-st-601-boston-ma-02215--2001865113
3575,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Moderate,15,2,0,0,1,0,0,1,0,0,521,52,144,https://www.trulia.com/p/ma/boston/100-jersey-st-506-boston-ma-02215--2001865106
2600,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,15,0,0,0,0,0,0,0,1,0,539,52,151,https://www.trulia.com/p/ma/boston/19-peterborough-st-19-boston-ma-02215--2172836176
2700,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,0,0,0,0,0,0,0,0,0,525,56,147,https://www.trulia.com/p/ma/boston/56-queensberry-st-g4-boston-ma-02215--2171569036
2650,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Moderate,15,0,0,0,0,0,0,0,0,0,521,55,143,https://www.trulia.com/p/ma/boston/107-jersey-st-17-boston-ma-02215--2001865349
2600,Fenway Kenmore,multifamily,2.0,1.0,11,3,4,4,Lowest,15,1,0,0,1,0,0,0,0,0,535,47,142,https://www.trulia.com/p/ma/boston/463-park-dr-14-boston-ma-02215--2171809420
2600,Fenway Kenmore,multifamily,2.0,1.0,11,3,4,4,Lowest,15,2,0,0,0,1,1,0,0,0,535,47,142,https://www.trulia.com/p/ma/boston/463-park-dr-12-boston-ma-02215--2171809556
2700,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,3,0,0,0,1,1,1,1,0,525,56,147,https://www.trulia.com/p/ma/boston/58-queensberry-st-10-boston-ma-02215--2001873225
2700,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,0,0,0,0,0,0,0,0,0,518,61,145,https://www.trulia.com/p/ma/boston/151-park-dr-b-boston-ma-02215--2171807782
2695,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Low,15,2,0,0,0,1,1,0,0,0,556,54,161,https://www.trulia.com/p/ma/boston/55-park-dr-19-boston-ma-02215--2171809201
2800,Fenway Kenmore,multifamily,2.0,1.0,1,0,0,1,Lowest,15,2,0,0,0,1,1,0,1,0,627,55,203,https://www.trulia.com/p/ma/boston/583-beacon-st-4-boston-ma-02215--2171809572
2800,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,1,0,0,0,0,0,1,0,0,525,56,147,https://www.trulia.com/p/ma/boston/56-queensberry-st-g1-boston-ma-02215--2171569043
2750,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,0,0,0,0,0,0,0,0,0,524,54,143,https://www.trulia.com/p/ma/boston/117-park-dr-c-boston-ma-02215--2171823253
2800,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,0,0,0,0,0,0,0,1,0,525,56,147,https://www.trulia.com/p/ma/boston/58-queensberry-st-2-boston-ma-02215--2001873248
2800,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,2,0,0,0,1,1,0,1,0,525,56,147,https://www.trulia.com/p/ma/boston/58-queensberry-st-3-boston-ma-02215--2001873253
2800,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,1,0,0,0,0,0,1,0,0,525,56,147,https://www.trulia.com/p/ma/boston/56-queensberry-st-18-boston-ma-02215--2171569088
2900,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,15,2,0,0,0,1,1,0,1,0,539,52,151,https://www.trulia.com/p/ma/boston/19-peterborough-st-22-boston-ma-02215--2173942143
2800,Fenway Kenmore,multifamily,2.0,1.0,8,2,3,3,Low,15,2,0,0,1,0,0,1,0,0,514,57,144,https://www.trulia.com/p/ma/boston/106-queensberry-st-10-boston-ma-02215--2177379061
2750,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Moderate,15,2,0,0,0,1,1,0,1,0,539,52,151,https://www.trulia.com/p/ma/boston/19-peterborough-st-22-boston-ma-02215--2173942143
2750,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,0,0,0,0,0,0,0,1,0,525,56,147,https://www.trulia.com/p/ma/boston/56-queensberry-st-12a-boston-ma-02215--2171569086
2750,Fenway Kenmore,multifamily,2.0,1.0,5,1,2,2,Low,15,1,0,0,0,0,0,1,1,0,525,56,147,https://www.trulia.com/p/ma/boston/58-queensberry-st-14-boston-ma-02215--2001873234
1850,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Low,15,0,0,0,0,0,0,0,1,0,535,53,149,https://www.trulia.com/p/ma/boston/81-park-dr-b-boston-ma-02215--2171569005
2925,Fenway Kenmore,multifamily,2.0,1.0,4,0,1,3,Low,15,0,0,0,0,0,0,0,1,0,538,53,149,https://www.trulia.com/p/ma/boston/28-queensberry-st-5-boston-ma-02215--2172769561
2600,Allston/ Brighton,multifamily,2.0,1.0,12,4,4,4,Low,15,3,0,1,1,0,0,1,1,0,365,39,79,https://www.trulia.com/p/ma/boston/1033-commonwealth-ave-31-boston-ma-02215--2478246727
2195,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,0,0,603,56,194,https://www.trulia.com/p/ma/boston/1167-boylston-st-5-boston-ma-02215--2171809873
4250,Fenway Kenmore,multifamily,3.0,1.0,3,1,1,1,Low,15,3,0,0,1,1,1,0,1,0,635,60,196,https://www.trulia.com/p/ma/boston/52-fenway-1a-boston-ma-02215--2001872525
2100,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Moderate,15,5,0,1,1,1,1,1,1,1,521,55,143,https://www.trulia.com/p/ma/boston/111-jersey-st-14-boston-ma-02215--2001866240
2095,Fenway Kenmore,multifamily,1.0,1.0,1,0,0,1,Lowest,15,0,0,0,0,0,0,0,1,0,623,59,196,https://www.trulia.com/p/ma/boston/1163-boylston-st-19-boston-ma-02215--2177631885
2150,Fenway Kenmore,multifamily,1.0,1.0,5,1,2,2,Moderate,15,3,0,0,0,1,1,1,1,1,530,55,145,https://www.trulia.com/p/ma/boston/55-queensberry-st-10-boston-ma-02215--2172769652
2150,Fenway Kenmore,multifamily,1.0,1.0,8,2,3,3,Low,15,0,0,0,0,0,0,0,0,0,514,57,144,https://www.trulia.com/p/ma/boston/102-queensberry-st-4-boston-ma-02215--2173879400
2175,Fenway Kenmore,multifamily,1.0,1.0,8,2,3,3,Low,15,0,0,0,0,0,0,0,1,0,525,58,146,https://www.trulia.com/p/ma/boston/98-queensberry-st-c-boston-ma-02215--2182631345
2025,Fenway Kenmore,multifamily,1.0,1.0,2,0,0,2,Lowest,15,0,0,0,0,0,0,0,0,0,610,57,186,https://www.trulia.com/p/ma/boston/1197-boylston-st-103-boston-ma-02215--2171682414
1950,Fenway Kenmore,multifamily,1.0,1.0,4,0,1,3,Low,15,0,0,0,0,0,0,0,1,0,535,53,149,https://www.trulia.com/p/ma/boston/81-park-dr-d-boston-ma-02215--2171569011
2195,Back Bay,multifamily,1.0,1.0,3,1,0,2,Lowest,15,1,0,0,0,0,0,1,1,0,661,64,219,https://www.trulia.com/p/ma/boston/529-beacon-st-12-boston-ma-02215--2001872406
4195,Fenway Kenmore,multifamily,3.0,1.0,11,3,4,4,Lowest,15,4,0,0,1,1,1,1,0,0,511,47,129,https://www.trulia.com/p/ma/boston/452-park-dr-19-boston-ma-02215--2001871441
3995,Fenway Kenmore,multifamily,3.0,1.0,11,3,4,4,Lowest,15,0,0,0,0,0,0,0,1,0,511,47,129,https://www.trulia.com/p/ma/boston/452-park-dr-6-boston-ma-02215--2001871447
3995,Fenway Kenmore,multifamily,3.0,1.0,11,3,4,4,Lowest,15,0,0,0,0,0,0,0,0,0,511,47,129,https://www.trulia.com/p/ma/boston/452-park-dr-14-boston-ma-02215--2001871436
3200,Jamaica Plain,multifamily,4.0,1.0,28,10,9,9,Moderate,23,4,0,0,1,1,1,1,0,1,276,41,41,https://www.trulia.com/p/ma/boston/6-bickford-ave-3-boston-ma-02120--2365778775
3400,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63,https://www.trulia.com/p/ma/boston/43-parker-hill-ave-3-boston-ma-02120--2171436287
3400,Mission Hill,multifamily,4.0,1.0,30,10,10,10,Lowest,23,2,0,0,1,0,0,1,0,1,366,43,78,https://www.trulia.com/p/ma/roxbury-crossing/30-darling-st-2-roxbury-crossing-ma-02120--2286841768
3400,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,2,0,0,1,0,0,1,0,0,306,34,63,https://www.trulia.com/p/ma/boston/43-parker-hill-ave-1-boston-ma-02120--2171436285
3200,Jamaica Plain,multifamily,4.0,1.0,28,10,9,9,Moderate,23,4,0,0,1,1,1,1,0,0,276,41,41,https://www.trulia.com/p/ma/boston/6-bickford-ave-2-boston-ma-02120--2196901755
2650,Mission Hill,multifamily,3.0,1.0,20,8,6,6,Lowest,23,4,0,0,1,1,1,1,0,0,374,46,85,https://www.trulia.com/p/ma/roxbury-crossing/44-delle-ave-1-roxbury-crossing-ma-02120--2171576969
2400,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Low,23,4,0,0,1,1,1,1,1,1,294,42,49,https://www.trulia.com/p/ma/roxbury-crossing/50-fisher-ave-1-roxbury-crossing-ma-02120--2173107816
2850,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,3,0,0,0,1,1,1,0,0,343,45,76,https://www.trulia.com/p/ma/boston/97-calumet-st-2-boston-ma-02120--2001469948
2800,Mission Hill,multifamily,3.0,1.0,26,8,9,9,Moderate,23,2,0,0,0,1,1,0,1,0,381,42,86,https://www.trulia.com/p/ma/roxbury-crossing/6-wait-st-b1-roxbury-crossing-ma-02120--2171640415
4000,Mission Hill,multifamily,5.0,1.0,23,9,7,7,Lowest,23,2,0,0,1,0,0,1,1,1,312,44,63,https://www.trulia.com/p/ma/boston/240-parker-hill-ave-boston-ma-02120--1009012611
3000,Jamaica Plain,multifamily,4.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63,https://www.trulia.com/p/ma/boston/43-parker-hill-ave-2-boston-ma-02120--2171436286
2000,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,4,0,0,1,1,1,1,0,0,305,43,57,https://www.trulia.com/p/ma/roxbury-crossing/226-parker-hill-ave-2-roxbury-crossing-ma-02120--2171809132
4900,Mission Hill,multifamily,5.0,1.0,30,10,10,10,Lowest,23,3,0,0,1,1,1,0,0,1,343,45,76,https://www.trulia.com/p/ma/roxbury-crossing/95-calumet-st-3-roxbury-crossing-ma-02120--2171436428
2150,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,4,0,0,1,1,1,1,0,0,305,43,57,https://www.trulia.com/p/ma/roxbury-crossing/226-parker-hill-ave-16-roxbury-crossing-ma-02120--2171640933
2400,Mission Hill,multifamily,2.0,1.0,23,7,8,8,Moderate,23,2,0,0,0,1,1,0,1,1,423,45,96,https://www.trulia.com/p/ma/roxbury-crossing/10-wigglesworth-st-2-roxbury-crossing-ma-02120--2173101724
1700,Mission Hill,multifamily,1.0,1.0,20,6,7,7,Low,23,1,0,0,0,0,0,1,0,1,411,48,98,https://www.trulia.com/p/ma/roxbury-crossing/688-parker-st-b-roxbury-crossing-ma-02120--2437189488
2900,Mission Hill,multifamily,3.0,1.0,29,11,9,9,Lowest,23,0,0,0,0,0,0,0,0,0,282,41,49,https://www.trulia.com/p/ma/roxbury-crossing/830-parker-st-3-roxbury-crossing-ma-02120--2172653130
2900,Jamaica Plain,multifamily,3.0,1.0,37,13,12,12,Low,23,4,0,0,1,1,1,1,1,0,272,41,40,https://www.trulia.com/p/ma/roxbury-crossing/10-bucknam-st-1-roxbury-crossing-ma-02120--2001463034
2950,Jamaica Plain,multifamily,3.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63,https://www.trulia.com/p/ma/boston/17-parker-hill-ave-1-boston-ma-02120--2171575292
3000,Mission Hill,multifamily,3.0,1.0,28,10,9,9,Lowest,23,0,0,0,0,0,0,0,0,0,343,45,76,https://www.trulia.com/p/ma/roxbury-crossing/97-calumet-st-3-roxbury-crossing-ma-02120--2001469950
4000,Mission Hill,multifamily,4.0,1.0,22,8,7,7,Lowest,23,4,0,0,1,1,1,1,0,0,346,46,80,https://www.trulia.com/p/ma/roxbury-crossing/59-pontiac-st-1-roxbury-crossing-ma-02120--2171576378
4000,Mission Hill,multifamily,4.0,1.0,22,8,7,7,Lowest,23,3,0,0,1,1,1,0,0,0,346,46,80,https://www.trulia.com/p/ma/roxbury-crossing/71-pontiac-st-1-roxbury-crossing-ma-02120--2171441059
3900,Mission Hill,multifamily,4.0,1.0,29,9,10,10,Low,23,3,0,0,1,1,1,0,1,0,383,44,88,https://www.trulia.com/p/ma/roxbury-crossing/34-calumet-st-1-roxbury-crossing-ma-02120--2171486744
2250,Mission Hill,multifamily,2.0,1.0,26,10,8,8,Lowest,23,4,0,0,1,1,1,1,1,0,305,43,57,https://www.trulia.com/p/ma/roxbury-crossing/226-parker-hill-ave-15-roxbury-crossing-ma-02120--2171825247
3700,Mission Hill,multifamily,4.0,1.0,16,6,5,5,Low,23,2,0,0,0,1,1,0,1,1,388,47,91,https://www.trulia.com/p/ma/roxbury-crossing/733-parker-st-2-roxbury-crossing-ma-02120--2171576927
2400,Jamaica Plain,multifamily,3.0,1.0,12,6,3,3,High,53,4,0,0,1,1,1,1,1,1,140,33,22,https://www.trulia.com/p/ma/boston/4-weld-ave-2-boston-ma-02119--2171437277
2500,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,4,0,0,1,1,1,1,1,1,169,35,27,https://www.trulia.com/p/ma/boston/92-bragdon-st-2-boston-ma-02119--2174005665
2500,Roxbury,multifamily,3.0,1.0,7,5,1,1,High,53,0,0,0,0,0,0,0,0,0,220,55,29,https://www.trulia.com/p/ma/boston/180-winthrop-st-boston-ma-02119--2001456641
2400,Roxbury,multifamily,3.0,1.0,15,5,5,5,Lowest,53,3,0,0,0,1,1,1,1,1,340,50,59,https://www.trulia.com/p/ma/boston/29-lambert-st-31b-boston-ma-02119--2001458759
2700,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,4,0,0,1,1,1,1,1,1,169,35,27,https://www.trulia.com/p/ma/boston/92-bragdon-st-1-boston-ma-02119--2171568133
2700,Roxbury,multifamily,3.0,1.0,15,7,4,4,Lowest,53,0,0,0,0,0,0,0,0,0,295,53,47,https://www.trulia.com/p/ma/boston/12-logan-st-2-boston-ma-02119--2332184443
2595,Jamaica Plain,multifamily,3.0,1.0,18,8,5,5,Low,53,4,0,0,1,1,1,1,1,1,159,33,27,https://www.trulia.com/p/ma/boston/39-w-walnut-park-2-boston-ma-02119--2347231753
2695,Roxbury,multifamily,3.0,1.0,21,11,5,5,Lowest,53,4,0,0,1,1,1,1,0,1,178,42,27,https://www.trulia.com/p/ma/boston/14-townsend-st-4-boston-ma-02119--2172408217
2695,Roxbury,multifamily,3.0,1.0,21,11,5,5,Lowest,53,4,0,0,1,1,1,1,0,1,178,42,27,https://www.trulia.com/p/ma/boston/14-townsend-st-6-boston-ma-02119--2172408218
2695,Roxbury,multifamily,3.0,1.0,21,11,5,5,Lowest,53,2,0,0,0,1,1,0,0,1,178,42,27,https://www.trulia.com/p/ma/boston/14-townsend-st-5-boston-ma-02119--2194491160
2995,Jamaica Plain,multifamily,4.0,1.0,12,6,3,3,High,53,4,0,0,1,1,1,1,1,1,134,26,22,https://www.trulia.com/p/ma/boston/3110-washington-st-2-boston-ma-02119--2001459133
2700,Roxbury,multifamily,3.0,1.0,13,5,4,4,Lowest,53,4,0,0,1,1,1,1,0,0,232,38,30,https://www.trulia.com/p/ma/boston/49-beech-glen-st-1-boston-ma-02119--2171575589
2900,Roxbury,multifamily,4.0,1.0,14,4,5,5,Low,53,2,0,0,0,1,1,0,1,1,386,50,88,https://www.trulia.com/p/ma/boston/2-centre-st-2-boston-ma-02119--2171825602
2850,Jamaica Plain,multifamily,4.0,1.0,10,6,2,2,Low,53,4,0,0,1,1,1,1,0,1,129,30,23,https://www.trulia.com/p/ma/boston/435-walnut-ave-6-boston-ma-02119--2171640581
2400,Jamaica Plain,multifamily,4.0,1.0,12,6,3,3,High,53,1,0,0,1,0,0,0,1,1,140,33,22,https://www.trulia.com/p/ma/boston/4a-weld-ave-2-boston-ma-02119--2172574199
2800,Roxbury,multifamily,3.0,1.0,14,8,3,3,High,53,1,0,0,0,0,0,1,0,0,260,61,45,https://www.trulia.com/p/ma/boston/14-fairland-st-2-boston-ma-02119--2447103287
2795,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,2,0,0,0,1,1,0,0,1,169,35,27,https://www.trulia.com/p/ma/boston/94-bragdon-st-1-boston-ma-02119--2171466526
2745,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,2,0,0,0,1,1,0,0,1,169,35,27,https://www.trulia.com/p/ma/boston/94-bragdon-st-1-boston-ma-02119--2171466526
2795,Roxbury,multifamily,3.0,1.0,18,10,4,4,Lowest,53,2,0,0,1,0,0,1,1,1,162,39,24,https://www.trulia.com/p/ma/boston/52-townsend-st-1-boston-ma-02119--2001460859
2795,Roxbury,multifamily,3.0,1.0,18,10,4,4,Lowest,53,4,0,0,1,1,1,1,1,1,162,39,24,https://www.trulia.com/p/ma/boston/52-townsend-st-2-boston-ma-02119--2001460860
2750,Jamaica Plain,multifamily,3.0,1.0,12,6,3,3,Low,53,3,0,0,0,1,1,1,1,1,167,34,28,https://www.trulia.com/p/ma/boston/25-bragdon-st-1-boston-ma-02119--2297683694
2795,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,2,0,0,0,1,1,0,0,1,169,35,27,https://www.trulia.com/p/ma/boston/94-bragdon-st-2-boston-ma-02119--2174241634
2745,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,2,0,0,0,1,1,0,0,1,169,35,27,https://www.trulia.com/p/ma/boston/94-bragdon-st-2-boston-ma-02119--2174241634
2745,Jamaica Plain,multifamily,3.0,1.0,19,9,5,5,Low,53,2,0,0,0,1,1,0,0,1,169,35,27,https://www.trulia.com/p/ma/boston/94-bragdon-st-3-boston-ma-02119--2174715432
2750,Roxbury,multifamily,3.0,1.0,15,7,4,4,Lowest,53,4,0,0,1,1,1,1,0,0,295,53,47,https://www.trulia.com/p/ma/boston/25-thornton-st-boston-ma-02119--2001458084
3200,Jamaica Plain,multifamily,4.0,1.0,16,8,4,4,High,53,1,0,0,0,0,0,1,1,1,138,31,24,https://www.trulia.com/p/ma/boston/22-beethoven-st-2-boston-ma-02119--2001457588
1795,Dorchester,multifamily,2.0,1.0,7,3,2,2,Lowest,63,3,0,0,0,1,1,1,1,0,70,14,15,https://www.trulia.com/p/ma/boston/402-neponset-ave-3m-boston-ma-02122--2001479643
2250,Dorchester,multifamily,3.0,1.0,18,6,6,6,Moderate,63,0,0,0,0,0,0,0,0,0,161,32,18,https://www.trulia.com/p/ma/boston/39-fox-st-2-boston-ma-02122--2172031457
