rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundary,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
3200,Allston/ Brighton,multifamily,4.0,1.0,17,5,6,6,Low,31,2,0,0,0,1,1,0,0,0,309,42,66,https://www.trulia.com/p/ma/boston/10-glenville-ave-1-boston-ma-02134--2001577016
3200,Allston/ Brighton,multifamily,4.0,1.0,26,8,9,9,Lowest,31,0,0,0,0,0,0,0,0,0,309,41,64,https://www.trulia.com/p/ma/boston/1426-commonwealth-ave-6-boston-ma-02134--2001580475
1900,Allston/ Brighton,multifamily,2.0,1.0,21,7,7,7,Lowest,31,1,0,0,0,0,0,1,1,1,291,37,67,https://www.trulia.com/p/ma/boston/83-adamson-st-2-boston-ma-02134--2176627209
1900,Allston/ Brighton,multifamily,2.0,1.0,31,9,11,11,Lowest,31,4,0,0,1,1,1,1,1,0,287,34,60,https://www.trulia.com/p/ma/boston/25-everett-st-4-boston-ma-02134--2171486723
1900,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,3,0,0,0,1,1,1,1,1,297,38,64,https://www.trulia.com/p/ma/boston/39-glenville-ave-10-boston-ma-02134--2001586981
1900,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,2,0,0,0,1,1,0,0,0,300,38,63,https://www.trulia.com/p/ma/boston/20-radcliffe-rd-102-boston-ma-02134--2001583575
1900,Allston/ Brighton,multifamily,2.0,1.0,14,4,5,5,Lowest,31,1,0,0,0,0,0,1,1,0,326,41,68,https://www.trulia.com/p/ma/allston/31-saint-lukes-rd-allston-ma-02134--1002045138
2600,Allston/ Brighton,multifamily,3.0,1.0,17,5,6,6,Moderate,31,4,0,0,1,1,1,1,1,0,302,39,66,https://www.trulia.com/p/ma/boston/56-park-vale-ave-9-boston-ma-02134--2001589255
2600,Allston/ Brighton,multifamily,3.0,1.0,20,6,7,7,Lowest,31,4,0,0,1,1,1,1,0,1,311,42,65,https://www.trulia.com/p/ma/boston/35-long-ave-b1-boston-ma-02134--2171486938
2600,Allston/ Brighton,multifamily,3.0,1.0,21,7,7,7,Lowest,31,2,0,0,0,1,1,0,0,0,330,46,70,https://www.trulia.com/p/ma/boston/34-brainerd-rd-3-boston-ma-02134--2171568235
2600,Allston/ Brighton,multifamily,3.0,1.0,15,5,5,5,Low,31,0,0,0,0,0,0,0,0,0,299,38,63,https://www.trulia.com/p/ma/boston/13-higgins-st-boston-ma-02134--1001469257
2600,Allston/ Brighton,multifamily,3.0,1.0,25,7,9,9,Low,31,0,0,0,0,0,0,0,0,0,314,41,67,https://www.trulia.com/p/ma/boston/132-glenville-ave-b-boston-ma-02134--2171640934
3600,Allston/ Brighton,multifamily,4.0,1.0,17,5,6,6,Low,31,4,0,0,1,1,1,1,1,0,309,42,66,https://www.trulia.com/p/ma/boston/30-glenville-ave-3-boston-ma-02134--2001585874
3500,Allston/ Brighton,multifamily,4.0,1.0,11,3,4,4,Lowest,31,2,0,0,0,1,1,0,0,1,311,39,66,https://www.trulia.com/p/ma/boston/59-brighton-ave-1-boston-ma-02134--2001589575
3200,Allston/ Brighton,multifamily,4.0,1.0,31,9,11,11,Lowest,31,0,0,0,0,0,0,0,0,1,291,37,61,https://www.trulia.com/p/ma/boston/74-hano-st-boston-ma-02134--1045889126
2550,Allston/ Brighton,multifamily,3.0,1.0,12,4,4,4,Lowest,31,1,0,0,1,0,0,0,0,1,276,34,61,https://www.trulia.com/p/ma/allston/203-everett-st-allston-ma-02134--1001529740
1950,Allston/ Brighton,multifamily,2.0,1.0,12,4,4,4,Lowest,31,4,0,0,1,1,1,1,1,0,267,31,57,https://www.trulia.com/p/ma/boston/3-aldie-st-3-boston-ma-02134--2001587050
2000,Allston/ Brighton,multifamily,2.0,1.0,21,7,7,7,Lowest,31,4,0,0,1,1,1,1,0,1,352,41,81,https://www.trulia.com/p/ma/boston/7-hooker-st-1-boston-ma-02134--2443002844
3500,Allston/ Brighton,multifamily,4.0,1.0,17,5,6,6,Low,31,0,0,0,0,0,0,0,1,0,309,42,66,https://www.trulia.com/p/ma/allston/address-not-disclosed-allston-ma-02134--2001584060
3600,Allston/ Brighton,multifamily,4.0,1.0,21,7,7,7,Low,31,1,0,0,1,0,0,0,0,0,311,41,67,https://www.trulia.com/p/ma/boston/1343-commonwealth-ave-2-boston-ma-02134--2172922242
2800,Allston/ Brighton,multifamily,3.0,1.0,12,4,4,4,Lowest,31,1,0,0,0,0,0,1,0,0,316,34,79,https://www.trulia.com/p/ma/boston/40-bayard-st-1-boston-ma-02134--2171436395
2800,Allston/ Brighton,multifamily,3.0,1.0,12,4,4,4,Lowest,31,4,0,0,1,1,1,1,0,0,322,37,80,https://www.trulia.com/p/ma/boston/58-mansfield-st-2-boston-ma-02134--2173341968
2800,Allston/ Brighton,multifamily,3.0,1.0,25,7,9,9,Low,31,4,0,0,1,1,1,1,1,1,314,41,67,https://www.trulia.com/p/ma/boston/130-glenville-ave-1-boston-ma-02134--2172697925
2800,Allston/ Brighton,multifamily,3.0,1.0,17,5,6,6,Moderate,31,4,0,0,1,1,1,1,0,1,306,40,64,https://www.trulia.com/p/ma/boston/15-park-vale-ave-5-boston-ma-02134--2001581688
2750,Allston/ Brighton,multifamily,3.0,1.0,12,4,4,4,Lowest,31,4,0,0,1,1,1,1,0,0,322,37,80,https://www.trulia.com/p/ma/boston/58-mansfield-st-1-boston-ma-02134--2171576663
2000,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,3,0,0,0,1,1,1,1,1,297,38,64,https://www.trulia.com/p/ma/boston/39-glenville-ave-10-boston-ma-02134--2001586981
3400,Allston/ Brighton,multifamily,5.0,1.0,20,6,7,7,Lowest,31,2,0,0,1,0,0,1,0,0,323,42,68,https://www.trulia.com/p/ma/boston/201-harvard-ave-4-boston-ma-02134--2001583393
3600,Allston/ Brighton,multifamily,5.0,1.0,20,6,7,7,Lowest,31,2,0,0,1,0,0,1,0,0,323,42,68,https://www.trulia.com/p/ma/boston/201-harvard-ave-5-boston-ma-02134--2001583394
3400,Allston/ Brighton,multifamily,5.0,1.0,20,6,7,7,Lowest,31,2,0,0,1,0,0,1,0,0,323,42,68,https://www.trulia.com/p/ma/boston/201-harvard-ave-3-boston-ma-02134--2001583396
1995,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Low,31,3,0,0,0,1,1,1,0,0,301,38,66,https://www.trulia.com/p/ma/boston/67-harvard-ave-4-boston-ma-02134--2171640825
3375,Allston/ Brighton,multifamily,4.0,1.0,17,5,6,6,Moderate,31,3,0,0,1,1,1,0,0,0,303,39,65,https://www.trulia.com/p/ma/boston/37-park-vale-ave-5-boston-ma-02134--2001586777
3375,Allston/ Brighton,multifamily,4.0,1.0,17,5,6,6,Low,31,4,0,0,1,1,1,1,0,0,309,42,66,https://www.trulia.com/p/ma/boston/14-glenville-ave-3-boston-ma-02134--2001580904
3275,Allston/ Brighton,multifamily,4.0,1.0,21,7,7,7,Low,31,4,0,0,1,1,1,1,0,0,311,41,67,https://www.trulia.com/p/ma/boston/1325-commonwealth-ave-2-boston-ma-02134--2001579487
3400,Allston/ Brighton,multifamily,4.0,1.0,20,6,7,7,Lowest,31,1,0,0,0,0,0,1,0,0,323,42,68,https://www.trulia.com/p/ma/boston/201-harvard-ave-6-boston-ma-02134--2001583397
3100,Allston/ Brighton,multifamily,4.0,1.0,20,6,7,7,Moderate,31,2,0,0,0,1,1,0,0,1,303,39,65,https://www.trulia.com/p/ma/allston/46-park-vale-ave-6-allston-ma-02134--2001587967
2499,Allston/ Brighton,multifamily,3.0,1.0,23,7,8,8,Low,31,2,0,0,1,0,0,1,1,1,313,34,71,https://www.trulia.com/p/ma/allston/7-linden-st-3-allston-ma-02134--2171822763
3300,Allston/ Brighton,multifamily,4.0,1.0,20,6,7,7,Lowest,31,3,0,0,0,1,1,1,1,0,320,38,67,https://www.trulia.com/p/ma/boston/29-pratt-st-2-boston-ma-02134--2171577827
3400,Allston/ Brighton,multifamily,4.0,1.0,12,4,4,4,Lowest,31,0,0,0,0,0,0,0,0,1,310,36,72,https://www.trulia.com/p/ma/allston/74-aldie-st-2-allston-ma-02134--2182014534
2750,Allston/ Brighton,multifamily,3.0,1.0,22,6,8,8,Lowest,31,0,0,0,0,0,0,0,0,0,296,36,62,https://www.trulia.com/p/ma/boston/6-barrows-st-4-boston-ma-02134--2001590990
2750,Allston/ Brighton,multifamily,3.0,1.0,17,5,6,6,Lowest,31,2,0,0,0,1,1,0,1,1,318,41,67,https://www.trulia.com/p/ma/boston/1254-commonwealth-ave-11-boston-ma-02134--2001578678
2700,Allston/ Brighton,multifamily,3.0,1.0,22,6,8,8,Lowest,31,4,0,0,1,1,1,1,0,0,300,36,62,https://www.trulia.com/p/ma/boston/530-cambridge-st-1-boston-ma-02134--2171575389
2700,Allston/ Brighton,multifamily,3.0,1.0,17,5,6,6,Moderate,31,0,0,0,0,0,0,0,0,0,306,40,64,https://www.trulia.com/p/ma/boston/15-park-vale-ave-10-boston-ma-02134--2001581678
2700,Allston/ Brighton,multifamily,3.0,1.0,20,6,7,7,Lowest,31,0,0,0,0,0,0,0,1,0,311,42,65,https://www.trulia.com/p/ma/boston/19-long-ave-3-boston-ma-02134--2171576828
2800,Allston/ Brighton,multifamily,3.0,1.0,14,4,5,5,Lowest,31,4,0,0,1,1,1,1,0,0,323,41,68,https://www.trulia.com/p/ma/boston/30-fordham-rd-2-boston-ma-02134--2171575226
2800,Allston/ Brighton,multifamily,3.0,1.0,14,4,5,5,Moderate,31,4,0,0,1,1,1,1,0,1,302,39,66,https://www.trulia.com/p/ma/boston/178-brighton-ave-5-boston-ma-02134--2001582449
2750,Allston/ Brighton,multifamily,3.0,1.0,19,7,6,6,Lowest,31,0,0,0,0,0,0,0,0,0,309,40,66,https://www.trulia.com/p/ma/boston/1350-commonwealth-ave-4-boston-ma-02134--2171810112
2715,Allston/ Brighton,multifamily,3.0,1.0,17,5,6,6,Lowest,31,3,0,0,0,1,1,1,0,0,309,39,65,https://www.trulia.com/p/ma/boston/69-quint-ave-b-boston-ma-02134--2001590951
2700,Allston/ Brighton,multifamily,3.0,1.0,22,6,8,8,Lowest,31,2,0,0,0,1,1,0,0,0,304,38,61,https://www.trulia.com/p/ma/boston/56-ridgemont-st-1-boston-ma-02134--2123848281
2800,Allston/ Brighton,multifamily,3.0,1.0,26,8,9,9,Low,31,1,0,0,0,0,0,1,1,1,314,41,67,https://www.trulia.com/p/ma/boston/1377-commonwealth-ave-3-boston-ma-02134--2001579916
2700,Allston/ Brighton,multifamily,3.0,1.0,12,4,4,4,Lowest,31,3,0,0,1,1,1,0,1,0,316,34,79,https://www.trulia.com/p/ma/boston/44-easton-st-2-boston-ma-02134--2171577463
2000,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Lowest,31,0,0,0,0,0,0,0,1,0,304,39,66,https://www.trulia.com/p/ma/boston/36-linden-st-23-boston-ma-02134--2172244669
2000,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,2,0,0,0,1,1,0,0,0,311,41,66,https://www.trulia.com/p/ma/boston/1307-commonwealth-ave-16-boston-ma-02134--2001579355
2650,Allston/ Brighton,multifamily,3.0,1.0,25,7,9,9,Lowest,31,0,0,0,0,0,0,0,0,0,300,36,62,https://www.trulia.com/p/ma/allston/2-imrie-rd-1-allston-ma-02134--2178845741
2100,Allston/ Brighton,multifamily,2.0,1.0,15,5,5,5,Lowest,31,2,0,0,0,1,1,0,0,1,342,38,84,https://www.trulia.com/p/ma/boston/8-arden-st-1-boston-ma-02134--2172858820
3000,Allston/ Brighton,multifamily,4.0,2.0,26,8,9,9,Low,31,3,0,0,1,1,1,0,0,0,308,37,68,https://www.trulia.com/p/ma/boston/15-ashford-st-1-boston-ma-02134--2171577562
3000,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,Low,31,4,0,1,1,1,1,0,1,0,311,37,65,https://www.trulia.com/p/ma/boston/25-ashford-st-1-boston-ma-02134--2171575192
2995,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,High,31,3,0,0,0,1,1,1,1,0,303,38,66,https://www.trulia.com/p/ma/boston/14-gardner-st-1r-boston-ma-02134--2171486846
3200,Allston/ Brighton,multifamily,4.0,1.0,31,9,11,11,Lowest,31,0,0,0,0,0,0,0,1,0,291,37,61,https://www.trulia.com/p/ma/allston/74-hano-st-74-allston-ma-02134--2175483720
2000,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Lowest,31,2,0,0,0,1,1,0,1,0,304,39,66,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02134--2172244669
3200,Allston/ Brighton,multifamily,4.0,2.0,28,8,10,10,Lowest,31,3,0,0,1,1,1,0,0,0,292,36,61,https://www.trulia.com/p/ma/boston/36-n-beacon-st-1-boston-ma-02134--2088327281
3200,Allston/ Brighton,multifamily,4.0,2.0,23,7,8,8,Lowest,31,0,0,0,0,0,0,0,0,0,304,39,66,https://www.trulia.com/p/ma/boston/36-linden-st-16-boston-ma-02134--2171828326
2100,Allston/ Brighton,multifamily,2.0,1.0,11,3,4,4,Lowest,31,4,0,0,1,1,1,1,1,0,311,39,66,https://www.trulia.com/p/ma/boston/57-brighton-ave-b-boston-ma-02134--2001589320
2095,Allston/ Brighton,multifamily,2.0,1.0,26,8,9,9,Low,31,0,0,0,0,0,0,0,0,0,314,41,67,https://www.trulia.com/p/ma/boston/1375-commonwealth-ave-a-boston-ma-02134--2171479626
2150,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,2,0,0,0,1,1,0,0,0,327,40,70,https://www.trulia.com/p/ma/boston/1193-commonwealth-ave-7-boston-ma-02134--2171640882
2150,Allston/ Brighton,multifamily,2.0,1.0,25,7,9,9,Lowest,31,4,0,0,1,1,1,1,1,0,306,39,64,https://www.trulia.com/p/ma/boston/45-gordon-st-5-boston-ma-02134--2001587831
2100,Allston/ Brighton,multifamily,2.0,1.0,25,7,9,9,Lowest,31,2,0,0,0,1,1,0,1,0,306,39,64,https://www.trulia.com/p/ma/boston/45-gordon-st-4-boston-ma-02134--2001587830
2100,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Moderate,31,3,0,0,0,1,1,1,0,0,295,39,64,https://www.trulia.com/p/ma/boston/28-quint-ave-12-boston-ma-02134--2001585464
2100,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,3,0,0,0,1,1,1,1,1,327,40,70,https://www.trulia.com/p/ma/boston/1189-commonwealth-ave-20-boston-ma-02134--2171640917
2400,Allston/ Brighton,multifamily,3.0,2.0,17,5,6,6,Low,31,4,0,0,1,1,1,1,1,0,315,39,68,https://www.trulia.com/p/ma/boston/2-president-ter-b-boston-ma-02134--2171486708
3200,Allston/ Brighton,multifamily,4.0,2.0,9,3,3,3,Lowest,31,4,0,0,1,1,1,1,1,1,287,32,74,https://www.trulia.com/p/ma/allston/3-appian-way-allston-ma-02134--2001587055
3100,Allston/ Brighton,multifamily,4.0,2.0,18,6,6,6,Lowest,31,0,0,0,0,0,0,0,1,1,306,41,64,https://www.trulia.com/p/ma/allston/80-allston-st-2-allston-ma-02134--2171577898
3500,Allston/ Brighton,multifamily,4.0,1.5,12,4,4,4,Lowest,31,4,0,0,1,1,1,1,1,1,337,38,82,https://www.trulia.com/p/ma/boston/41-coolidge-rd-1-boston-ma-02134--2171576857
3000,Allston/ Brighton,multifamily,4.0,2.0,9,3,3,3,Lowest,31,2,0,0,0,1,1,0,1,0,288,32,75,https://www.trulia.com/p/ma/allston/22-everett-sq-3-allston-ma-02134--2198127729
1500,Allston/ Brighton,multifamily,1.0,1.0,20,6,7,7,Lowest,31,2,0,0,0,1,1,0,1,0,311,41,66,https://www.trulia.com/p/ma/boston/78-glenville-ave-10-boston-ma-02134--2001591800
2200,Allston/ Brighton,multifamily,2.0,1.0,31,9,11,11,Lowest,31,3,0,0,0,1,1,1,1,0,287,34,60,https://www.trulia.com/p/ma/boston/25-everett-st-3-boston-ma-02134--2171486697
3600,Allston/ Brighton,multifamily,4.0,2.0,15,5,5,5,Low,31,1,0,0,0,0,0,1,1,0,299,38,63,https://www.trulia.com/p/ma/boston/9-higgins-st-1-boston-ma-02134--2124967689
3600,Allston/ Brighton,multifamily,4.0,2.0,26,8,9,9,Low,31,4,0,0,1,1,1,1,1,0,309,41,65,https://www.trulia.com/p/ma/boston/192-kelton-st-1-boston-ma-02134--2171574682
3600,Allston/ Brighton,multifamily,4.0,2.0,26,8,9,9,Low,31,2,0,0,1,0,0,1,1,1,309,41,65,https://www.trulia.com/p/ma/boston/192-kelton-st-2-boston-ma-02134--2171824325
3500,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,Lowest,31,4,0,0,1,1,1,1,1,0,312,41,65,https://www.trulia.com/p/ma/boston/7-price-rd-1-boston-ma-02134--2171486714/rent
3500,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,Lowest,31,2,0,0,0,1,1,0,1,0,312,41,65,https://www.trulia.com/p/ma/boston/7-price-rd-5-boston-ma-02134--2171640919
3500,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,Lowest,31,2,0,0,0,1,1,0,1,0,312,41,65,https://www.trulia.com/p/ma/boston/7-price-rd-4-boston-ma-02134--2171640915
3600,Allston/ Brighton,multifamily,4.0,2.0,26,8,9,9,Low,31,0,0,0,0,0,0,0,1,0,309,41,65,https://www.trulia.com/p/ma/boston/192-kelton-st-3-boston-ma-02134--2171825407
3500,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,Lowest,31,0,0,0,0,0,0,0,0,0,312,41,65,https://www.trulia.com/p/ma/boston/7-price-rd-6-boston-ma-02134--2171640923
3500,Allston/ Brighton,multifamily,4.0,2.0,20,6,7,7,Lowest,31,0,0,0,0,0,0,0,0,0,339,42,73,https://www.trulia.com/p/ma/boston/235-harvard-ave-5-boston-ma-02134--2171807431
3500,Allston/ Brighton,multifamily,4.0,2.0,17,5,6,6,Lowest,31,4,0,0,1,1,1,1,0,0,317,42,65,https://www.trulia.com/p/ma/boston/1284-commonwealth-ave-1-boston-ma-02134--2001578959
3600,Allston/ Brighton,multifamily,4.0,2.0,14,4,5,5,Lowest,31,3,0,0,1,1,1,0,0,0,338,39,72,https://www.trulia.com/p/ma/boston/17-wadsworth-st-2-boston-ma-02134--2001582657
2150,Allston/ Brighton,apartment,2.0,1.0,9,3,3,3,Lowest,31,2,0,0,1,0,0,1,1,1,296,32,76,https://www.trulia.com/c/ma/allston/4-mead-st-4-mead-st-allston-ma-02134--1033294155
3300,Allston/ Brighton,multifamily,4.0,1.0,26,8,9,9,Lowest,31,4,0,0,1,1,1,1,0,0,309,41,64,https://www.trulia.com/p/ma/boston/1426-commonwealth-ave-4-boston-ma-02134--2001580473
4650,Allston/ Brighton,multifamily,4.0,2.0,26,8,9,9,Low,31,1,0,0,0,0,0,1,1,0,309,41,65,https://www.trulia.com/p/ma/boston/190-kelton-st-2-boston-ma-02134--2313764775
2100,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,3,0,0,1,1,1,0,1,1,327,40,70,https://www.trulia.com/p/ma/boston/1193-commonwealth-ave-17-boston-ma-02134--2171640858
2599,Allston/ Brighton,multifamily,3.0,1.0,23,7,8,8,Moderate,31,0,0,0,0,0,0,0,1,0,313,34,71,https://www.trulia.com/p/ma/allston/7-linden-st-2-allston-ma-02134--2171823303
2200,Allston/ Brighton,multifamily,2.0,1.0,17,5,6,6,Lowest,31,2,0,0,0,1,1,0,1,0,317,42,65,https://www.trulia.com/p/ma/boston/1284-commonwealth-ave-2-boston-ma-02134--2001578960
2275,Allston/ Brighton,multifamily,2.0,1.0,25,7,9,9,Low,31,0,0,0,0,0,0,0,0,0,314,41,67,https://www.trulia.com/p/ma/boston/1381-commonwealth-ave-7-boston-ma-02134--2171825277
2195,Allston/ Brighton,multifamily,2.0,1.0,21,7,7,7,Lowest,31,0,0,0,0,0,0,0,0,0,316,41,68,https://www.trulia.com/p/ma/boston/109-brainerd-rd-1-boston-ma-02134--2001576893
2200,Allston/ Brighton,multifamily,2.0,1.0,17,5,6,6,Lowest,31,1,0,0,0,0,0,1,1,0,318,41,67,https://www.trulia.com/p/ma/boston/1258-commonwealth-ave-22-boston-ma-02134--2001578751
2200,Allston/ Brighton,multifamily,2.0,1.0,26,8,9,9,Lowest,31,2,0,0,0,1,1,0,1,0,292,37,63,https://www.trulia.com/p/ma/boston/439-cambridge-st-23-boston-ma-02134--2171822850
2250,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,2,0,0,0,1,1,0,1,1,327,40,70,https://www.trulia.com/p/ma/boston/1189-commonwealth-ave-3-boston-ma-02134--2171809857
2200,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,4,0,0,1,1,1,1,0,0,332,38,67,https://www.trulia.com/p/ma/allston/1122-commonwealth-ave-8-allston-ma-02134--2172407451
2200,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,2,0,0,0,1,1,0,1,0,312,41,65,https://www.trulia.com/p/ma/boston/4-price-rd-9-boston-ma-02134--2172601392
2200,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,2,0,0,0,1,1,0,0,0,327,40,70,https://www.trulia.com/p/ma/boston/1185-commonwealth-ave-11-boston-ma-02134--2171827726
2250,Allston/ Brighton,multifamily,2.0,1.0,25,7,9,9,Low,31,0,0,0,0,0,0,0,0,0,314,41,67,https://www.trulia.com/p/ma/boston/1381-commonwealth-ave-3-boston-ma-02134--2001579982
2270,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,3,0,0,1,1,1,0,0,0,327,40,70,https://www.trulia.com/p/ma/boston/1193-commonwealth-ave-23-boston-ma-02134--2171640959
2260,Allston/ Brighton,multifamily,2.0,1.0,23,7,8,8,Low,31,3,0,0,1,1,1,0,0,0,327,40,70,https://www.trulia.com/p/ma/boston/1189-commonwealth-ave-15-boston-ma-02134--2171640913
2225,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,0,0,0,0,0,0,0,0,0,311,41,66,https://www.trulia.com/p/ma/boston/86-glenville-ave-11-boston-ma-02134--2001592511
2250,Allston/ Brighton,multifamily,2.0,1.0,25,7,9,9,Lowest,31,4,0,0,1,1,1,1,1,0,306,39,64,https://www.trulia.com/p/ma/boston/45-gordon-st-5-boston-ma-02134--2001587831
3600,Allston/ Brighton,multifamily,4.0,2.0,21,7,7,7,Lowest,31,2,0,0,0,1,1,0,1,0,330,46,70,https://www.trulia.com/p/ma/allston/40-brainerd-rd-allston-ma-02134--1001591951
2250,Allston/ Brighton,multifamily,2.0,1.0,20,6,7,7,Lowest,31,0,0,0,0,0,0,0,1,0,312,41,65,https://www.trulia.com/p/ma/boston/4-price-rd-1-boston-ma-02134--2171573649
2100,Allston/ Brighton,multifamily,2.0,1.0,29,9,10,10,Lowest,31,2,0,0,1,0,0,1,0,1,308,41,64,https://www.trulia.com/p/ma/allston/229-kelton-st-allston-ma-02134--1001498530
2500,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,2,0,0,0,1,1,0,0,1,840,103,288,https://www.trulia.com/p/ma/boston/20-hanover-ave-1a-boston-ma-02109--2171574953
2600,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,2,0,0,0,1,1,0,0,0,840,103,288,https://www.trulia.com/p/ma/boston/20-hanover-ave-2a-boston-ma-02109--2171825042
2700,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,851,107,299,https://www.trulia.com/p/ma/boston/44-clark-st-2-boston-ma-02109--2001400315
3395,Central,multifamily,3.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,841,100,292,https://www.trulia.com/p/ma/boston/435-hanover-st-4d-boston-ma-02109--2001400261
2200,Central,multifamily,1.0,1.0,4,2,2,0,Lowest,25,1,0,0,1,0,0,0,0,0,851,107,299,https://www.trulia.com/p/ma/boston/40-clark-st-1-boston-ma-02109--2001400177
5500,Central,multifamily,4.0,1.0,5,3,2,0,Low,25,0,0,0,0,0,0,0,0,1,873,108,313,https://www.trulia.com/p/ma/boston/259-north-st-3-boston-ma-02109--2183089866
2300,Central,multifamily,1.0,1.0,4,2,2,0,Lowest,25,2,0,0,0,1,1,0,0,0,851,107,299,https://www.trulia.com/p/ma/boston/40-clark-st-8-boston-ma-02109--2001400200
5500,Central,multifamily,4.0,1.0,5,3,2,0,Low,25,0,0,0,0,0,0,0,1,0,873,108,313,https://www.trulia.com/p/ma/boston/259-north-st-2-boston-ma-02109--2001398980
3115,Central,apartment,2.0,2.0,3,2,1,0,High,25,5,0,1,1,1,1,1,1,0,889,108,348,https://www.trulia.com/c/ma/boston/one-india-street-1-india-st-boston-ma-02109--2001398733
2800,Central,multifamily,1.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,863,101,308,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02109--2437566585
3350,Central,apartment,2.0,1.0,10,4,3,3,Low,25,2,0,0,1,0,0,1,1,0,856,110,325,https://www.trulia.com/c/ma/boston/christopher-columbus-plaza-145-commercial-st-boston-ma-02109--2001397578
4290,Central,multifamily,2.0,1.0,10,4,3,3,High,25,4,0,0,1,1,1,1,1,0,906,109,342,https://www.trulia.com/p/ma/boston/143-commercial-st-226-boston-ma-02109--2463152016
3390,Central,multifamily,1.0,1.0,3,2,1,0,High,25,4,0,0,1,1,1,1,1,0,889,108,348,https://www.trulia.com/p/ma/boston/2-broad-st-5g-boston-ma-02109--2408822207
4390,Central,multifamily,2.0,1.0,10,4,3,3,High,25,4,0,0,1,1,1,1,1,0,906,109,342,https://www.trulia.com/p/ma/boston/143-commercial-st-514-boston-ma-02109--2459500350
5000,Central,multifamily,2.0,2.0,5,3,2,0,Low,25,0,0,0,0,0,0,0,0,0,886,111,318,https://www.trulia.com/p/ma/boston/108-richmond-st-8-boston-ma-02109--2171575922
3475,Central,apartment,2.0,1.5,10,4,3,3,Low,25,2,0,0,1,0,0,1,1,1,869,112,332,https://www.trulia.com/c/ma/boston/mercantile-wharf-building-111-atlantic-ave-boston-ma-02109--2172178121
6059,Central,apartment,3.0,3.0,3,2,1,0,Highest,25,0,0,0,0,0,0,0,1,1,962,107,371,https://www.trulia.com/c/ma/boston/devonshire-1-devonshire-pl-boston-ma-02109--2001398153
2100,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,840,103,288,https://www.trulia.com/p/ma/boston/28-battery-st-4-boston-ma-02109--2001399051
2600,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,2,0,1,1,0,0,0,1,0,825,104,276,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02109--2172945229
2000,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,840,103,288,https://www.trulia.com/p/ma/boston/12-hanover-ave-4-boston-ma-02109--2172696927
2350,Central,multifamily,2.0,1.0,4,2,2,0,Lowest,25,0,0,0,0,0,0,0,1,0,851,107,299,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02109--2479744722
2800,Central,multifamily,3.0,1.0,8,2,3,3,Lowest,25,0,0,0,0,0,0,0,1,1,840,102,288,https://www.trulia.com/p/ma/boston/39-foster-st-3-boston-ma-02109--2355503347
