rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife
3600,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,446,66,153
2500,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,336,62,113
4200,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,225,46,68
3000,Charlestown,multifamily,2.0,1.0,5,1,2,2,Low,56,6,1,1,1,1,1,1,1,0,258,38,93
2900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,294,38,99
2900,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,502,75,181
2650,Charlestown,multifamily,2.0,1.0,6,2,2,2,Moderate,56,0,0,0,0,0,0,0,1,0,459,69,161
2650,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,192,32,50
2700,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,323,54,105
2900,Charlestown,multifamily,2.0,1.0,3,1,1,1,Lowest,56,4,1,0,1,1,1,0,1,1,342,68,119
2300,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,1,1,0,0,0,0,1,0,458,71,168
2500,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,238,39,82
2550,Charlestown,multifamily,1.0,1.5,6,2,2,2,Lowest,56,2,1,0,1,0,0,0,1,0,376,64,125
3000,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,309,44,106
2800,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,237,37,82
2950,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,502,75,181
2600,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,534,78,191
4600,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,225,46,68
2100,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,0,1,1,0,0,0,1,0,281,37,97
3350,Charlestown,multifamily,3.0,2.0,6,2,2,2,Low,56,0,0,0,0,0,0,0,1,0,333,58,110
4600,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,225,46,68
3500,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,502,75,181
3200,Charlestown,multifamily,2.0,1.0,5,1,2,2,Low,56,6,1,1,1,1,1,1,1,0,258,38,93
2450,Charlestown,multifamily,1.0,1.0,6,2,2,2,Low,56,5,1,0,1,1,1,1,1,0,262,37,87
3565,Charlestown,multifamily,2.0,1.0,3,1,1,1,Low,56,3,1,0,0,1,1,0,1,1,494,69,177
2150,Charlestown,multifamily,1.0,1.0,4,2,2,0,Lowest,56,3,0,1,1,0,0,1,1,0,614,80,212
2500,Charlestown,multifamily,3.0,2.5,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,1,418,68,148
2300,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,309,44,106
3900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,458,71,168
2400,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,235,36,79
2450,Charlestown,multifamily,1.0,1.0,4,2,2,0,Lowest,56,3,0,1,1,0,0,1,1,0,614,80,212
2500,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,498,70,177
2550,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,218,31,75
3450,Charlestown,multifamily,2.0,2.0,8,2,3,3,Lowest,20,0,0,0,0,0,0,0,1,0,511,74,181
2850,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,3,1,0,0,1,1,0,1,1,595,77,207
3600,Charlestown,multifamily,2.0,1.5,6,3,3,0,Lowest,56,3,1,0,0,1,1,0,1,0,612,78,213
3000,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,400,65,135
4000,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,534,78,191
4500,Charlestown,singlefamily,4.0,2.5,6,2,2,2,Low,56,3,0,1,1,0,0,1,1,0,332,59,105
4200,Charlestown,multifamily,2.0,2.0,5,1,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,210,35,61
4500,Charlestown,multifamily,3.0,2.5,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,215,33,76
3300,Charlestown,multifamily,1.0,1.0,3,1,1,1,Low,56,0,0,0,0,0,0,0,1,0,494,69,177
3995,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
5540,Charlestown,multifamily,2.0,2.0,3,1,1,1,Low,56,6,1,1,1,1,1,1,1,1,494,69,177
5975,Charlestown,multifamily,2.0,2.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
4380,Charlestown,multifamily,2.0,2.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
4025,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
5125,Charlestown,multifamily,2.0,2.0,3,1,1,1,Low,56,6,1,1,1,1,1,1,1,1,494,69,177
2650,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,0,0,0,0,0,0,0,1,0,408,67,148
4100,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
3750,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
3955,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
4950,Charlestown,multifamily,2.0,2.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
3750,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
5096,Charlestown,multifamily,2.0,2.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,530,74,203
3775,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,1,383,67,141
2500,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,5,1,0,1,1,1,1,1,0,462,68,166
2500,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,418,68,148
2550,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,3,0,1,1,0,0,1,1,0,408,67,148
4600,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,504,74,177
4500,Charlestown,multifamily,3.0,2.0,8,2,3,3,Lowest,56,6,1,1,1,1,1,1,1,0,462,68,166
7500,Charlestown,multifamily,3.0,3.0,5,1,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,210,35,61
3500,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,6,1,1,1,1,1,1,1,0,515,72,204
5800,Charlestown,singlefamily,3.0,2.5,5,1,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,194,31,50
2800,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,400,65,135
2700,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,3,0,1,1,0,0,1,1,0,408,67,148
2800,Charlestown,condo,1.0,1.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,0,1,511,75,182
3600,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,336,62,113
2750,Charlestown,multifamily,1.0,1.0,3,1,1,1,Lowest,56,1,0,1,0,0,0,0,1,0,408,67,148
4000,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,556,77,196
4000,Charlestown,multifamily,2.0,2.0,3,2,1,0,Lowest,56,6,1,1,1,1,1,1,1,0,621,81,218
6500,Charlestown,multifamily,3.0,2.5,11,3,4,4,Lowest,56,6,1,1,1,1,1,1,1,0,602,77,210
2900,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,479,71,175
3000,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,400,65,135
4200,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,358,66,123
4200,Charlestown,multifamily,2.0,1.5,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,534,78,191
3700,Charlestown,multifamily,2.0,2.0,3,1,1,1,Lowest,56,4,1,1,0,1,1,0,1,0,408,67,148
3750,Charlestown,singlefamily,2.0,2.0,6,2,2,2,Lowest,56,1,0,1,0,0,0,0,1,0,323,54,105
4600,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,511,75,182
1050,Charlestown,townhouse,1.0,1.5,5,1,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,261,40,91
2700,Charlestown,multifamily,1.0,2.0,10,4,3,3,Lowest,56,3,1,0,0,1,1,0,1,0,270,43,91
1325,Charlestown,townhouse,4.0,3.5,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,225,46,68
1800,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,238,49,73
2150,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,210,35,61
2700,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,3,1,0,1,0,0,1,1,0,329,53,107
2700,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,329,53,107
3000,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,2,1,1,0,0,0,0,1,0,255,50,80
3150,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,1,1,0,0,0,0,0,1,0,426,64,146
3300,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,3,1,1,0,0,1,0,1,1,255,50,80
2850,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,345,59,113
2400,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,2,1,1,0,0,0,0,1,1,333,58,110
3300,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,2,0,0,1,0,0,1,1,0,426,64,146
3300,Charlestown,multifamily,3.0,1.0,8,2,3,3,Moderate,56,3,1,0,1,0,0,1,1,0,426,64,146
2900,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,1,0,0,1,0,0,0,1,0,329,53,107
2300,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,2,1,0,0,0,0,1,1,0,324,53,103
2250,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,1,0,0,0,0,0,1,1,0,302,39,100
1800,Charlestown,multifamily,1.0,1.0,8,2,3,3,Lowest,56,1,1,0,0,0,0,0,1,0,261,52,80
2600,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,258,41,86
2650,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,192,32,50
2350,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,3,1,0,1,0,0,1,1,0,302,39,100
2400,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,192,32,50
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
2500,Charlestown,multifamily,2.0,1.0,8,2,3,3,Lowest,56,3,1,0,0,1,1,0,1,1,462,65,164
2700,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,3,1,0,1,0,0,1,1,0,207,34,56
3600,Charlestown,multifamily,3.0,1.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,564,78,200
2800,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,427,68,150
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,361,64,123
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,2,1,1,0,0,0,0,1,0,348,64,112
1800,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,418,68,148
1900,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
2450,Charlestown,multifamily,2.0,1.0,6,2,2,2,Low,56,3,1,0,1,0,0,1,1,0,302,39,100
2575,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,376,64,125
3000,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,207,34,56
3000,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,194,31,50
2800,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,3,1,0,0,1,1,0,1,1,237,37,82
1800,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,348,64,112
3300,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,231,32,81
3100,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,237,37,82
2100,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
2100,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
2100,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
2900,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,336,62,113
3000,Charlestown,multifamily,3.0,2.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,237,37,82
3000,Charlestown,multifamily,3.0,2.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,237,37,82
2850,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,245,38,82
3100,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,199,31,54
3200,Charlestown,multifamily,2.0,1.0,4,2,2,0,Lowest,56,1,1,0,0,0,0,0,1,0,589,79,206
4200,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,4,1,0,1,1,1,0,1,1,225,46,68
2750,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,361,64,123
850,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,1,255,50,80
1950,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,3,0,1,1,0,0,1,1,0,262,41,87
2200,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,309,44,106
4200,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,4,1,0,1,1,1,0,1,1,225,46,68
3000,Charlestown,townhouse,3.0,2.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,237,37,82
2250,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,323,54,105
2200,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,3,1,0,0,1,1,0,1,1,270,43,91
3200,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,2,1,1,0,0,0,0,1,1,543,76,190
5100,Charlestown,multifamily,5.0,2.0,8,2,3,3,Lowest,66,4,1,0,1,1,1,0,1,0,269,53,85
2250,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,326,56,105
2000,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,1,0,0,0,0,0,1,1,0,214,37,70
3700,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,41,3,1,0,0,1,1,0,1,1,350,61,118
2300,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,262,37,87
5950,Charlestown,singlefamily,7.0,2.5,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,506,76,183
2100,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,258,41,86
2500,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,1,0,1,0,0,0,1,0,294,38,99
3000,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,333,58,110
1200,Charlestown,multifamily,5.0,2.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,1,451,70,162
900,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,3,1,1,0,0,0,1,1,1,255,50,80
2500,Charlestown,multifamily,1.0,1.0,3,2,1,0,Lowest,56,1,1,0,0,0,0,0,1,0,621,81,218
2200,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,1,1,0,0,0,0,1,0,272,39,91
2995,Charlestown,multifamily,2.0,1.0,3,1,1,1,Lowest,56,3,0,1,1,0,0,1,1,0,342,68,119
3700,Charlestown,multifamily,3.0,2.0,5,1,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,207,34,56
4600,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,225,46,68
2950,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,215,33,76
4600,Charlestown,multifamily,4.0,2.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,225,46,68
2275,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,323,54,105
2100,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,237,37,82
2400,Charlestown,multifamily,1.0,1.0,4,2,2,0,Lowest,56,6,1,1,1,1,1,1,1,0,589,79,206
2400,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,4,1,0,1,1,1,0,1,0,479,71,175
5400,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,0,418,68,148
2200,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,427,68,150
2200,Charlestown,multifamily,1.0,1.0,5,1,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,270,43,91
2000,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,3,0,1,1,0,0,1,1,0,262,41,87
2400,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,2,0,0,1,0,0,1,1,0,497,77,177
2550,Charlestown,multifamily,1.0,1.5,6,2,2,2,Lowest,56,5,1,0,1,1,1,1,1,0,376,64,125
3400,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,6,1,1,1,1,1,1,1,0,239,37,82
2550,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,262,37,87
4750,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,3,1,0,0,1,1,0,1,0,459,69,161
3900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,451,70,162
3900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,451,70,162
3900,Charlestown,multifamily,3.0,2.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,451,70,162
3150,Charlestown,multifamily,2.0,2.0,6,2,2,2,Lowest,56,3,0,1,1,0,0,1,1,0,245,38,82
4100,Charlestown,multifamily,2.0,1.0,8,2,3,3,Lowest,56,3,1,0,0,1,1,0,1,0,541,75,195
1250,Charlestown,multifamily,2.0,1.0,5,1,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,177,32,43
3500,Charlestown,multifamily,2.0,2.0,5,1,2,2,Lowest,56,4,1,1,0,1,1,0,1,1,436,72,150
2900,Allston,multifamily,4.0,1.0,12,4,4,4,Lowest,31,4,1,0,0,1,1,1,0,1,324,33,83
3000,Allston,multifamily,4.0,1.0,20,6,7,7,Moderate,31,3,1,0,0,1,1,0,0,0,303,39,65
2250,Allston,multifamily,3.0,1.0,21,7,7,7,Lowest,31,4,1,0,1,1,1,0,0,0,330,46,70
2200,Allston,multifamily,3.0,1.0,17,5,6,6,Lowest,31,4,1,0,0,1,1,1,0,0,318,41,67
2600,Allston,multifamily,4.0,1.0,26,8,9,9,Low,31,2,0,0,1,0,0,1,0,0,309,41,65
2500,Allston,multifamily,3.0,1.0,17,5,6,6,Moderate,31,0,0,0,0,0,0,0,1,0,306,40,64
2500,Allston,multifamily,3.0,1.0,17,5,6,6,Low,31,0,0,0,0,0,0,0,0,0,309,42,66
2300,Allston,multifamily,3.0,1.0,20,6,7,7,Low,31,4,1,0,0,1,1,1,1,1,330,37,67
2375,Allston,multifamily,3.0,1.0,17,5,6,6,Lowest,31,4,1,0,0,1,1,1,1,0,318,41,67
2350,Allston,multifamily,3.0,1.0,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,1,1,368,40,88
2399,Allston,multifamily,3.0,1.0,23,7,8,8,Moderate,31,5,1,0,1,1,1,1,1,0,313,34,71
2400,Allston,multifamily,3.0,1.0,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,1,1,368,40,88
2400,Allston,multifamily,3.0,1.0,25,7,9,9,Lowest,31,2,0,0,1,0,0,1,1,0,306,39,64
2499,Allston,multifamily,3.0,1.0,23,7,8,8,Moderate,53,5,1,0,1,1,1,1,1,0,313,34,71
2450,Allston,multifamily,3.0,1.0,14,4,5,5,Lowest,31,0,0,0,0,0,0,0,0,0,314,37,65
3000,Allston,multifamily,4.0,1.0,14,4,5,5,Lowest,31,1,1,0,0,0,0,0,1,0,326,41,68
3100,Allston,multifamily,4.0,1.0,20,6,7,7,Low,31,2,0,0,1,0,0,1,0,0,323,40,68
3050,Allston,multifamily,4.0,1.0,24,8,8,8,Lowest,31,2,0,0,1,0,0,1,1,0,352,41,81
3200,Allston,multifamily,4.0,1.0,17,5,6,6,Low,31,3,1,0,0,1,1,0,0,0,309,42,66
3200,Allston,multifamily,4.0,1.0,26,8,9,9,Lowest,31,0,0,0,0,0,0,0,0,0,309,41,64
1900,Allston,multifamily,2.0,1.0,21,7,7,7,Lowest,31,1,0,0,0,0,0,1,1,1,291,37,67
1900,Allston,multifamily,2.0,1.0,26,8,9,9,Lowest,56,5,1,0,1,1,1,1,1,0,313,41,64
1900,Allston,multifamily,2.0,1.0,20,6,7,7,Lowest,31,4,1,0,0,1,1,1,1,1,297,38,64
1900,Allston,multifamily,2.0,1.0,20,6,7,7,Lowest,31,3,1,0,0,1,1,0,0,0,300,38,63
1900,Allston,multifamily,2.0,1.0,31,9,11,11,Lowest,31,5,1,0,1,1,1,1,1,0,287,34,60
1900,Allston,multifamily,2.0,1.0,14,4,5,5,Lowest,31,2,1,0,0,0,0,1,1,0,326,41,68
2600,Allston,multifamily,3.0,1.0,17,5,6,6,Moderate,31,5,1,0,1,1,1,1,1,0,302,39,66
2600,Allston,multifamily,3.0,1.0,20,6,7,7,Lowest,31,5,1,0,1,1,1,1,0,1,311,42,65
2600,Allston,multifamily,3.0,1.0,15,5,5,5,Low,31,0,0,0,0,0,0,0,0,0,299,38,63
2600,Allston,multifamily,3.0,1.0,21,7,7,7,Lowest,31,3,1,0,0,1,1,0,0,0,330,46,70
2600,Allston,multifamily,3.0,1.0,25,7,9,9,Low,31,0,0,0,0,0,0,0,0,0,314,41,67
3600,Allston,multifamily,4.0,1.0,17,5,6,6,Low,31,5,1,0,1,1,1,1,1,0,309,42,66
3500,Allston,multifamily,4.0,1.0,11,3,4,4,Lowest,31,3,1,0,0,1,1,0,0,1,311,39,66
3200,Allston,multifamily,4.0,1.0,31,9,11,11,Lowest,31,0,0,0,0,0,0,0,0,1,291,37,61
2550,Allston,multifamily,3.0,1.0,12,4,4,4,Lowest,31,1,0,0,1,0,0,0,0,1,276,34,61
1950,Allston,multifamily,2.0,1.0,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,1,0,267,31,57
2000,Allston,multifamily,2.0,1.0,21,7,7,7,Lowest,31,5,1,0,1,1,1,1,0,1,352,41,81
3600,Allston,multifamily,4.0,1.0,21,7,7,7,Low,31,1,0,0,1,0,0,0,0,0,311,41,67
2800,Allston,multifamily,3.0,1.0,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,0,0,322,37,80
2800,Allston,multifamily,3.0,1.0,12,4,4,4,Lowest,31,1,0,0,0,0,0,1,0,0,316,34,79
2800,Allston,multifamily,3.0,1.0,25,7,9,9,Low,31,5,1,0,1,1,1,1,1,1,314,41,67
2750,Allston,multifamily,3.0,1.0,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,0,0,322,37,80
2000,Allston,multifamily,2.0,1.0,20,6,7,7,Lowest,31,4,1,0,0,1,1,1,1,1,297,38,64
3600,Allston,multifamily,5.0,1.0,20,6,7,7,Lowest,31,2,0,0,1,0,0,1,0,0,323,42,68
3400,Allston,multifamily,5.0,1.0,20,6,7,7,Lowest,31,2,0,0,1,0,0,1,0,0,323,42,68
3400,Allston,multifamily,5.0,1.0,20,6,7,7,Lowest,31,2,0,0,1,0,0,1,0,0,323,42,68
1995,Allston,multifamily,2.0,1.0,20,6,7,7,Low,31,4,1,0,0,1,1,1,0,0,301,38,66
3375,Allston,multifamily,4.0,1.0,17,5,6,6,Moderate,31,4,1,0,1,1,1,0,0,0,303,39,65
3300,Allston,multifamily,4.0,1.0,26,8,9,9,Lowest,56,0,0,0,0,0,0,0,0,0,309,41,64
3375,Allston,multifamily,4.0,1.0,17,5,6,6,Low,31,5,1,0,1,1,1,1,0,0,309,42,66
3400,Allston,multifamily,4.0,1.0,17,5,6,6,Lowest,31,3,1,0,0,1,1,0,1,0,329,43,70
3275,Allston,multifamily,4.0,1.0,21,7,7,7,Low,31,5,1,0,1,1,1,1,0,0,311,41,67
3400,Allston,multifamily,4.0,1.0,20,6,7,7,Lowest,31,1,0,0,0,0,0,1,0,0,323,42,68
3100,Allston,multifamily,4.0,1.0,20,6,7,7,Moderate,31,3,1,0,0,1,1,0,0,1,303,39,65
