rent,area,property_type,bed,bath,school,elemenatary_school,middle_school,high_school,crime,car_commute_percent,total_amenties,laundry,ac,dishwasher,washer,dryer,fridge,pet_allowed,parking,restaurant,grocery,nightlife,url
2375,Allston,multifamily,2.0,1.0,25,7,9,9,Lowest,31,4,1,0,0,1,1,1,1,0,306,39,64,https://www.trulia.com/p/ma/boston/47-gordon-st-2-boston-ma-02134--2001588023
2075,Back Bay/ Beacon Hill,multifamily,2.0,1.0,7,7,0,0,High,21,0,0,0,0,0,0,0,1,0,1058,120,400,https://www.trulia.com/p/ma/boston/9-myrtle-st-10-boston-ma-02114--2172854413
3060,West Roxbury,multifamily,2.0,1.0,3,1,1,1,Lowest,77,0,0,0,0,0,0,0,0,0,47,8,7,https://www.trulia.com/p/ma/chestnut-hill/567-vfw-pkwy-chestnut-hill-ma-02467--2002122527
2475,West Roxbury,multifamily,2.0,1.0,7,3,2,2,Lowest,83,5,1,0,1,1,1,1,1,1,76,18,16,https://www.trulia.com/p/ma/boston/24-sunset-hill-rd-1-boston-ma-02132--2175467511
2600,Mattapan,multifamily,3.0,1.0,2,1,1,0,Moderate,54,0,0,0,0,0,0,0,0,0,77,17,5,https://www.trulia.com/p/ma/boston/965-blue-hill-ave-1-boston-ma-02124--2480298377
2000,Dorchester,multifamily,3.0,1.0,17,5,6,6,Moderate,53,0,0,0,0,0,0,0,1,0,159,31,16,https://www.trulia.com/p/ma/dorchester/236-geneva-ave-2r-dorchester-ma-02121--2460875822
2800,Jamaica Plain,multifamily,3.0,1.0,26,10,8,8,Lowest,42,0,0,0,0,0,0,0,1,0,187,32,29,https://www.trulia.com/p/ma/boston/366-centre-st-3-boston-ma-02130--2360346242
3142,Charlestown,apartment,2.0,2.0,5,1,2,2,Lowest,56,6,1,1,1,1,1,1,1,1,270,38,99,https://www.trulia.com/c/ma/boston/the-harvey-50-hood-park-dr-boston-ma-02129--2395439716
2900,Roslindale,multifamily,3.0,1.0,5,3,1,1,Lowest,66,0,0,0,0,0,0,0,1,0,82,18,15,https://www.trulia.com/p/ma/boston/50-cedrus-ave-1-boston-ma-02131--2001560959
3100,Jamaica Plain,multifamily,4.0,1.0,10,6,2,2,Low,53,5,1,0,1,1,1,1,1,1,129,30,23,https://www.trulia.com/p/ma/boston/435-walnut-ave-9-boston-ma-02119--2171640582
3900,East Boston,multifamily,5.0,1.5,6,2,2,2,Lowest,41,5,1,0,1,1,1,1,1,0,89,14,17,https://www.trulia.com/p/ma/boston/678-bennington-st-2-boston-ma-02128--2171576258
2450,South End,multifamily,1.0,1.0,14,4,5,5,Highest,32,0,0,0,0,0,0,0,1,0,576,87,202,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02118--2171568715
2400,East Boston,multifamily,2.0,2.0,12,8,4,0,Low,41,0,0,0,0,0,0,0,0,0,285,38,99,https://www.trulia.com/p/ma/boston/132-bremen-st-1-boston-ma-02128--2207175389
2700,Roslindale,multifamily,3.0,1.0,3,2,1,0,Low,66,0,0,0,0,0,0,0,1,0,76,19,21,https://www.trulia.com/p/ma/roslindale/3941-washington-st-2-roslindale-ma-02131--2479668004
2250,South End,multifamily,1.0,1.0,11,1,5,5,Moderate,23,0,0,0,0,0,0,0,0,0,601,84,183,https://www.trulia.com/p/ma/roxbury-crossing/41-cunard-st-1c-roxbury-crossing-ma-02120--2172096507
3500,Allston,multifamily,4.0,2.0,20,6,7,7,Lowest,31,5,1,0,1,1,1,1,1,0,312,41,65,https://www.trulia.com/p/ma/boston/7-price-rd-1-boston-ma-02134--2171486714
3250,Central,multifamily,2.0,2.0,4,4,0,0,Lowest,21,2,1,1,0,0,0,0,1,1,864,102,306,https://www.trulia.com/p/ma/boston/6-whittier-pl-9e-boston-ma-02114--2001418943
3800,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,0,0,0,0,0,0,0,1,0,602,85,191,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02120--2174241446
2800,Allston,multifamily,3.0,1.0,26,8,9,9,Low,31,1,0,0,0,0,0,1,1,1,314,41,67,https://www.trulia.com/p/ma/boston/1377-commonwealth-ave-3-boston-ma-02134--2001579916
2200,West Roxbury,multifamily,2.0,1.0,13,3,5,5,Lowest,83,1,0,1,0,0,0,0,1,0,59,10,7,https://www.trulia.com/p/ma/boston/15-elgin-st-2-boston-ma-02132--2172034480
3400,South End,multifamily,3.0,1.0,14,2,6,6,Low,23,1,1,0,0,0,0,0,1,1,613,84,194,https://www.trulia.com/p/ma/boston/96-hammond-st-2-boston-ma-02120--2172735825
3000,Jamaica Plain,multifamily,3.0,2.0,25,9,8,8,Low,42,5,1,0,1,1,1,1,0,1,190,33,28,https://www.trulia.com/p/ma/boston/7-bynner-st-2-boston-ma-02130--2171568955
2250,Roslindale,multifamily,2.0,1.0,8,4,2,2,Lowest,66,3,1,1,0,1,0,0,1,1,86,19,15,https://www.trulia.com/p/ma/roslindale/140-birch-st-3-roslindale-ma-02131--2001555331
4600,South Boston,multifamily,4.0,1.0,10,4,3,3,Lowest,53,0,0,0,0,0,0,0,1,0,118,24,49,https://www.trulia.com/p/ma/boston/4-o-st-2-boston-ma-02127--2285208309
2800,East Boston,multifamily,3.0,1.0,10,4,3,3,Lowest,41,0,0,0,0,0,0,0,0,0,361,49,148,https://www.trulia.com/p/ma/boston/273-maverick-st-6-boston-ma-02128--2410407844
2000,Hyde Park,multifamily,2.0,1.0,4,0,0,4,Lowest,76,3,1,0,0,1,1,0,1,0,54,10,4,https://www.trulia.com/p/ma/hyde-park/address-not-disclosed-hyde-park-ma-02136--2473173810
3000,Mattapan,multifamily,4.0,2.0,2,1,1,0,Moderate,54,0,0,0,0,0,0,0,1,0,79,18,7,https://www.trulia.com/p/ma/boston/951-blue-hill-ave-1-boston-ma-02124--2332067649
2650,Fenway,multifamily,1.0,1.0,4,0,1,3,Lowest,21,1,1,0,0,0,0,0,1,1,592,59,179,https://www.trulia.com/p/ma/boston/175-hemenway-st-17-boston-ma-02115--2172835801
2700,East Boston,multifamily,3.0,1.0,6,4,2,0,High,41,5,1,0,1,1,1,1,0,0,465,63,193,https://www.trulia.com/p/ma/boston/63-havre-st-2-boston-ma-02128--2171577119
2850,Central,multifamily,2.0,1.0,5,3,2,0,Lowest,20,0,0,0,0,0,0,0,1,0,868,101,308,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02113--2171823129
900,Hyde Park,multifamily,1.0,0.0,10,4,3,3,Lowest,76,1,0,0,0,0,0,1,0,1,36,9,3,https://www.trulia.com/rental/4075179753-7-Easton-Ave-R3543-Boston-MA-02136
2300,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,309,44,106,https://www.trulia.com/p/ma/boston/37-walker-st-2-boston-ma-02129--2359005956
2350,Mattapan,multifamily,2.0,1.0,20,8,6,6,Low,59,0,0,0,0,0,0,0,0,0,75,20,9,https://www.trulia.com/p/ma/boston/70-astoria-st-4-boston-ma-02126--2449295408
2100,Mattapan,apartment,1.0,1.0,4,2,1,1,Lowest,59,5,1,0,1,1,1,1,1,1,61,14,13,https://www.trulia.com/c/ma/mattapan/schoolhouse-at-lower-mills-40-river-st-mattapan-ma-02126--2001508753
2150,Roxbury,multifamily,3.0,1.0,8,5,3,0,Low,55,1,1,0,0,0,0,0,1,0,194,46,24,https://www.trulia.com/p/ma/boston/96-98-woodledge-st-3f-boston-ma-02125--2480188706
2400,Allston,multifamily,2.0,1.0,25,7,9,9,Low,31,3,1,0,0,1,1,0,0,0,301,38,63,https://www.trulia.com/p/ma/boston/4-webley-st-2-boston-ma-02134--2001588424
790,Dorchester,apartment,1.0,1.0,11,6,5,0,Low,54,2,0,0,1,0,1,0,1,0,132,31,16,https://www.trulia.com/rental/4013759322-Apartment-Boston-MA-02124
1775,Roslindale,multifamily,1.0,1.0,2,2,0,0,Lowest,66,1,1,0,0,0,0,0,1,0,79,15,15,https://www.trulia.com/p/ma/roslindale/4577-washington-st-3l-roslindale-ma-02131--2458274313
1995,Allston,multifamily,2.0,1.0,20,6,7,7,Low,31,4,1,0,0,1,1,1,0,0,301,38,66,https://www.trulia.com/p/ma/boston/67-harvard-ave-4-boston-ma-02134--2171640825
3600,East Boston,multifamily,4.0,2.0,11,7,4,0,Low,41,5,1,0,1,1,1,1,0,1,225,32,69,https://www.trulia.com/p/ma/boston/155-chelsea-st-3-boston-ma-02128--2178309349
2850,South Boston,multifamily,2.0,1.0,15,5,5,5,Lowest,53,3,1,0,0,1,1,0,1,1,454,81,166,https://www.trulia.com/p/ma/boston/126-tudor-st-a-boston-ma-02127--2001512139
2000,West Roxbury,multifamily,1.0,1.0,9,5,2,2,Lowest,83,0,0,0,0,0,0,0,1,0,45,9,5,https://www.trulia.com/p/ma/west-roxbury/0-linden-rd-west-roxbury-ma-02132--2452769968
1750,Roxbury,multifamily,2.0,1.0,21,7,7,7,Lowest,53,1,1,0,0,0,0,0,1,1,295,39,51,https://www.trulia.com/p/ma/roxbury/8-romar-ter-1-roxbury-ma-02119--2333900686
4000,South End,multifamily,2.0,1.0,12,4,4,4,High,28,4,1,0,1,1,1,0,1,1,860,115,282,https://www.trulia.com/p/ma/boston/105-appleton-st-1-boston-ma-02116--2171944960
2400,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,4,1,0,1,1,1,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c7-boston-ma-02127--2172410538
2700,Dorchester,multifamily,3.0,1.0,17,7,5,5,Low,55,1,1,0,0,0,0,0,1,0,181,36,21,https://www.trulia.com/p/ma/boston/27-drayton-ave-2-boston-ma-02125--2480654704
3050,West Roxbury,multifamily,2.0,1.5,6,2,2,2,Lowest,83,5,1,0,1,1,1,1,1,1,43,7,7,https://www.trulia.com/p/ma/west-roxbury/617-vfw-pkwy-west-roxbury-ma-02132--2429588774
1950,Allston,multifamily,2.0,1.0,12,4,4,4,Lowest,31,5,1,0,1,1,1,1,1,0,267,31,57,https://www.trulia.com/p/ma/boston/3-aldie-st-3-boston-ma-02134--2001587050
2525,West Roxbury,townhouse,2.0,1.5,6,2,2,2,Lowest,77,4,1,0,1,1,1,0,1,1,42,5,7,https://www.trulia.com/p/ma/chestnut-hill/98-sherman-rd-chestnut-hill-ma-02467--1001539281
2500,East Boston,multifamily,3.0,1.0,12,6,3,3,Moderate,41,4,1,0,1,1,1,0,0,0,205,34,59,https://www.trulia.com/p/ma/boston/119-lexington-st-3r-boston-ma-02128--2001522351
2895,Hyde Park,multifamily,2.0,1.0,11,5,3,3,Lowest,20,0,0,0,0,0,0,0,1,0,38,9,3,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02113--2175014556
2850,Fenway,multifamily,1.0,1.0,14,4,5,5,Lowest,21,0,0,0,0,0,0,0,1,0,508,61,137,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2283452953
2500,Roslindale,multifamily,3.0,1.0,3,2,1,0,Lowest,66,3,1,0,1,0,0,1,1,0,72,19,20,https://www.trulia.com/p/ma/boston/14-colgate-rd-2-boston-ma-02131--2001555528
5000,South Boston,multifamily,4.0,1.5,7,3,2,2,Lowest,53,0,0,0,0,0,0,0,1,0,146,33,55,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02127--2088323484
4495,Roxbury,multifamily,3.0,2.0,15,5,5,5,Moderate,53,1,0,0,1,0,0,0,1,0,111,34,14,https://www.trulia.com/p/ma/boston/78-georgia-st-3-boston-ma-02121--2434634929
2200,Roslindale,multifamily,2.0,1.0,14,6,4,4,Lowest,66,1,1,0,0,0,0,0,1,1,58,17,9,https://www.trulia.com/p/ma/roslindale/40-harding-rd-2-roslindale-ma-02131--2297297052
4000,Roslindale,singlefamily,4.0,4.0,7,3,2,2,Lowest,66,4,1,1,0,1,1,0,1,1,82,19,15,https://www.trulia.com/p/ma/roslindale/17-brookfield-st-roslindale-ma-02131--2001556278
3200,West Roxbury,multifamily,2.0,2.0,5,3,2,0,Lowest,83,6,1,1,1,1,1,1,1,0,78,18,16,https://www.trulia.com/p/ma/boston/446-belgrade-ave-407-boston-ma-02132--2174613289
3900,Hyde Park,multifamily,4.0,2.5,13,5,4,4,Lowest,76,0,0,0,0,0,0,0,1,0,34,7,3,https://www.trulia.com/p/ma/hyde-park/address-not-disclosed-hyde-park-ma-02136--2188896230
3450,Central,multifamily,2.0,2.0,5,3,2,0,Moderate,20,3,1,0,0,1,1,0,0,0,886,111,320,https://www.trulia.com/p/ma/boston/234-hanover-st-3-boston-ma-02113--2173992450
2950,West Roxbury,singlefamily,3.0,1.5,3,1,1,1,Lowest,83,4,1,0,1,1,1,0,1,1,67,15,15,https://www.trulia.com/p/ma/west-roxbury/82-parklawn-rd-west-roxbury-ma-02132--2001575575
1850,Hyde Park,multifamily,2.0,1.0,12,4,4,4,Lowest,76,1,1,0,0,0,0,0,1,1,37,7,3,https://www.trulia.com/p/ma/hyde-park/74-harvard-ave-2-hyde-park-ma-02136--2437845091
2300,West Roxbury,multifamily,2.0,1.0,7,3,2,2,Lowest,83,1,1,0,0,0,0,0,1,1,55,10,7,https://www.trulia.com/p/ma/west-roxbury/address-not-disclosed-west-roxbury-ma-02132--2173011344
2700,Allston,multifamily,3.0,2.0,23,7,8,8,Moderate,31,5,1,0,1,1,1,1,1,0,304,38,66,https://www.trulia.com/p/ma/boston/15-highgate-st-1-boston-ma-02134--2001581650
3795,Hyde Park,multifamily,2.0,2.0,1,1,0,0,Lowest,66,4,1,1,0,1,1,0,1,0,58,12,1,https://www.trulia.com/p/ma/roslindale/32-02-cummins-hwy-2-roslindale-ma-02131--2454345233
1650,East Boston,multifamily,1.0,1.0,12,6,3,3,Moderate,41,0,0,0,0,0,0,0,1,1,205,34,59,https://www.trulia.com/p/ma/boston/116-brooks-st-3-boston-ma-02128--2322838331
3600,Allston,multifamily,4.0,2.0,21,7,7,7,Lowest,31,3,1,0,0,1,1,0,0,0,330,46,70,https://www.trulia.com/p/ma/boston/50-brainerd-rd-1-boston-ma-02134--2171577489
2700,Allston,multifamily,3.0,1.0,17,5,6,6,Moderate,31,0,0,0,0,0,0,0,0,0,306,40,64,https://www.trulia.com/p/ma/boston/15-park-vale-ave-10-boston-ma-02134--2001581678
2250,Allston,multifamily,2.0,1.0,23,7,8,8,Low,31,3,1,0,0,1,1,0,1,1,327,40,70,https://www.trulia.com/p/ma/boston/1189-commonwealth-ave-3-boston-ma-02134--2171809857
2200,Dorchester,multifamily,3.0,1.0,14,6,4,4,Low,54,0,0,0,0,0,0,0,1,0,141,32,15,https://www.trulia.com/p/ma/boston/16-elwyn-rd-1-boston-ma-02124--2411395769
2500,West Roxbury,multifamily,2.0,2.0,7,3,2,2,Lowest,83,5,1,0,1,1,1,1,1,0,45,9,2,https://www.trulia.com/p/ma/boston/1522-vfw-pkwy-202-boston-ma-02132--2172988859
2600,Roxbury,multifamily,3.0,1.0,14,8,3,3,Low,53,5,1,0,1,1,1,1,1,1,152,39,22,https://www.trulia.com/p/ma/boston/43-waumbeck-st-1-boston-ma-02121--2001473588
2100,Dorchester,multifamily,2.0,1.0,7,4,3,0,Moderate,54,0,0,0,0,0,0,0,1,0,104,22,17,https://www.trulia.com/p/ma/boston/82-shepton-st-2-boston-ma-02124--2392868113/rent
2600,Allston,multifamily,4.0,1.0,26,8,9,9,Low,31,2,0,0,1,0,0,1,0,0,309,41,65,https://www.trulia.com/p/ma/boston/192-kelton-st-g-boston-ma-02134--2171825408
2500,West Roxbury,multifamily,2.0,2.0,4,0,1,3,Lowest,83,1,1,0,0,0,0,0,1,0,51,6,5,https://www.trulia.com/p/ma/west-roxbury/416-baker-st-1a-west-roxbury-ma-02132--2468057052
3600,South End,multifamily,2.0,1.0,15,5,5,5,Lowest,32,0,0,0,0,0,0,0,1,0,849,122,278,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02118--2001453131
4950,West Roxbury,singlefamily,4.0,4.0,3,1,1,1,Lowest,77,5,1,0,1,1,1,1,1,0,58,13,13,https://www.trulia.com/p/ma/newton/10-hackensack-ct-newton-ma-02467--2174273534
2500,Jamaica Plain,multifamily,2.0,1.0,7,3,2,2,Lowest,42,0,0,0,0,0,0,0,0,0,97,17,17,https://www.trulia.com/p/ma/boston/16-rossmore-rd-3-boston-ma-02130--2171577997
3200,Back Bay/ Beacon Hill,multifamily,1.0,1.0,7,7,0,0,High,21,5,1,0,1,1,1,1,0,1,998,113,368,https://www.trulia.com/p/ma/boston/11-temple-st-1-boston-ma-02114--2171436404
2300,Roslindale,multifamily,3.0,1.0,7,3,2,2,Lowest,66,2,0,0,1,0,0,1,1,0,68,18,8,https://www.trulia.com/p/ma/boston/342-cummins-hwy-2-boston-ma-02131--2332795537
3895,Roslindale,multifamily,2.0,2.0,9,3,3,3,Low,66,3,1,0,0,1,1,0,1,0,65,18,8,https://www.trulia.com/p/ma/roslindale/322-cummins-hwy-1-roslindale-ma-02131--2453800334
3000,Dorchester,multifamily,4.0,1.5,7,5,2,0,Moderate,55,2,0,0,1,0,0,1,0,0,187,44,25,https://www.trulia.com/p/ma/boston/16-bird-st-1-boston-ma-02125--2173286142
2600,Hyde Park,multifamily,1.0,1.0,6,2,2,2,Lowest,21,0,0,0,0,0,0,0,1,0,36,7,4,https://www.trulia.com/p/ma/boston/12-albemarle-ct-b-boston-ma-02115--2353998210
1100,Roslindale,multifamily,1.0,1.0,2,1,1,0,Lowest,66,3,1,0,1,0,0,1,1,0,72,19,20,https://www.trulia.com/rental/4059054360-35-Colgate-Rd-2-Boston-MA-02131
1950,East Boston,multifamily,2.0,1.0,11,5,3,3,Lowest,41,2,1,0,0,0,0,1,1,1,256,36,85,https://www.trulia.com/p/ma/east-boston/160-cottage-st-east-boston-ma-02128--1049882073
3500,East Boston,multifamily,4.0,1.0,12,6,3,3,Low,41,3,1,0,0,1,1,0,0,0,204,32,59,https://www.trulia.com/p/ma/boston/54-brooks-st-3-boston-ma-02128--2442043228
4000,Jamaica Plain,multifamily,4.0,2.0,28,10,9,9,Lowest,42,5,1,0,1,1,1,1,1,1,190,33,29,https://www.trulia.com/p/ma/boston/23-evergreen-st-3-boston-ma-02130--2171568958
2695,Roxbury,multifamily,3.0,1.0,21,11,5,5,Lowest,53,1,1,0,0,0,0,0,1,0,178,42,27,https://www.trulia.com/p/ma/boston/14-townsend-st-r2-boston-ma-02119--2479033811
3700,East Boston,multifamily,6.0,2.5,7,3,2,2,Lowest,41,3,1,0,1,0,0,1,1,0,289,42,111,https://www.trulia.com/p/ma/east-boston/191-everett-st-east-boston-ma-02128--1001640112
3795,East Boston,multifamily,3.0,2.0,12,6,3,3,High,41,3,1,0,0,1,1,0,1,1,248,42,70,https://www.trulia.com/p/ma/boston/5-9-trenton-st-1-boston-ma-02128--2396738623
2600,Mattapan,multifamily,3.0,1.0,17,7,5,5,Lowest,59,2,1,1,0,0,0,0,1,0,67,11,9,https://www.trulia.com/p/ma/mattapan/address-not-disclosed-mattapan-ma-02126--2478902002
2000,Hyde Park,multifamily,2.0,1.0,14,6,4,4,Lowest,76,1,1,0,0,0,0,0,1,1,34,7,3,https://www.trulia.com/p/ma/hyde-park/35-oak-st-3-hyde-park-ma-02136--2467600442
3100,Hyde Park,multifamily,3.0,1.0,11,5,3,3,Lowest,20,2,1,0,1,0,0,0,1,0,38,9,3,https://www.trulia.com/p/ma/boston/5-n-margin-st-11-boston-ma-02113--2467790219
3400,Central,multifamily,2.0,2.0,5,3,2,0,Moderate,20,3,1,0,0,1,1,0,0,0,886,111,320,https://www.trulia.com/p/ma/boston/234-hanover-st-2-boston-ma-02113--2171825253
4600,Central,multifamily,2.0,2.0,3,3,0,0,High,20,6,1,1,1,1,1,1,1,0,1005,115,391,https://www.trulia.com/p/ma/boston/45-province-st-1508-boston-ma-02108--2001395999
1800,East Boston,multifamily,2.0,1.0,12,6,3,3,Low,41,0,0,0,0,0,0,0,0,0,198,34,56,https://www.trulia.com/p/ma/boston/220-saratoga-st-1-boston-ma-02128--2174287550
2695,Jamaica Plain,multifamily,3.0,1.0,2,1,1,0,Lowest,42,2,0,0,1,0,0,1,1,0,79,16,20,https://www.trulia.com/p/ma/boston/66-hyde-park-ave-2-boston-ma-02130--2174299288
2650,Dorchester,multifamily,3.0,1.0,17,7,5,5,Moderate,55,0,0,0,0,0,0,0,0,0,173,33,20,https://www.trulia.com/p/ma/boston/435-quincy-st-2-boston-ma-02125--2334308464
3650,Fenway,multifamily,2.0,1.0,4,0,1,3,High,21,0,0,0,0,0,0,0,1,1,610,58,188,https://www.trulia.com/p/ma/boston/132-hemenway-st-12a-boston-ma-02115--2171809367
2550,South Boston,multifamily,2.0,1.0,15,5,5,5,Moderate,53,4,1,0,1,1,1,0,0,0,245,50,76,https://www.trulia.com/p/ma/boston/385-dorchester-st-c4-boston-ma-02127--2180469583
2250,Roslindale,multifamily,3.0,1.0,0,0,0,0,Lowest,66,3,1,0,0,1,1,0,1,0,77,17,14,https://www.trulia.com/p/ma/roslindale/39-farquhar-st-2-roslindale-ma-02131--2333059126
3350,Charlestown,multifamily,3.0,2.0,6,2,2,2,Low,56,0,0,0,0,0,0,0,1,0,333,58,110,https://www.trulia.com/p/ma/boston/104-elm-st-2-boston-ma-02129--2409135769
1000,Roxbury,multifamily,1.0,0.0,14,6,4,4,Moderate,53,4,1,0,1,1,1,0,0,0,270,64,47,https://www.trulia.com/rental/4070594583-20-Winthrop-St-R1942-Boston-MA-02119
2375,Allston,multifamily,2.0,1.0,9,3,3,3,Lowest,31,6,1,1,1,1,1,1,1,1,278,32,75,https://www.trulia.com/p/ma/boston/16-westford-st-3-boston-ma-02134--2171808220
2500,South Boston,multifamily,2.0,1.0,12,4,4,4,Lowest,53,1,1,0,0,0,0,0,1,1,474,82,168,https://www.trulia.com/p/ma/boston/281-e-st-boston-ma-02127--2317863763
835,Jamaica Plain,apartment,1.0,1.0,13,5,4,4,Moderate,42,2,0,0,0,1,1,0,1,0,132,30,25,https://www.trulia.com/rental/4043213714-Apartment-Boston-MA-02130
3000,East Boston,multifamily,4.0,2.5,7,3,2,2,Lowest,41,5,1,0,1,1,1,1,0,1,289,42,111,https://www.trulia.com/p/ma/boston/191-everett-st-2-boston-ma-02128--2171807458
2625,Hyde Park,multifamily,3.0,1.0,9,3,3,3,Lowest,76,0,0,0,0,0,0,0,0,0,16,6,2,https://www.trulia.com/p/ma/boston/7-yuill-cir-1-boston-ma-02136--2359045353
2350,West Roxbury,multifamily,3.0,1.0,4,2,1,1,Lowest,83,0,0,0,0,0,0,0,1,0,79,16,15,https://www.trulia.com/p/ma/boston/272-park-st-1-boston-ma-02132--2196815429
1800,Mattapan,multifamily,2.0,1.0,12,7,5,0,Moderate,59,1,1,0,0,0,0,0,1,1,63,15,4,https://www.trulia.com/p/ma/mattapan/85-tennis-rd-303-mattapan-ma-02126--2432488750
2275,Charlestown,multifamily,1.0,1.0,6,2,2,2,Lowest,56,0,0,0,0,0,0,0,1,0,323,54,105,https://www.trulia.com/p/ma/boston/89-bartlett-st-2-boston-ma-02129--2001539262
2500,Allston,multifamily,3.0,1.0,17,5,6,6,Low,31,0,0,0,0,0,0,0,0,0,309,42,66,https://www.trulia.com/p/ma/boston/1247-commonwealth-ave-1-boston-ma-02134--2001578598
2400,Dorchester,multifamily,2.0,1.0,5,3,1,1,Lowest,54,5,1,0,1,1,1,1,1,0,90,19,15,https://www.trulia.com/p/ma/boston/262-minot-st-262-boston-ma-02124--2480018235
2600,Mattapan,townhouse,2.0,2.0,3,2,1,0,Lowest,59,0,0,0,0,0,0,0,1,0,74,14,7,https://www.trulia.com/p/ma/boston/591-morton-st-boston-ma-02126--1045721773
850,Roxbury,multifamily,1.0,0.0,7,4,3,0,Low,55,3,1,0,0,1,1,0,1,0,198,47,25,https://www.trulia.com/rental/4078852416-10-Emrose-Ter-R3852-Boston-MA-02125
2100,Allston,multifamily,2.0,1.0,26,8,9,9,Lowest,56,0,0,0,0,0,0,0,0,0,313,41,64,https://www.trulia.com/p/ma/boston/1412-commonwealth-ave-8-boston-ma-02135--2001598152
1000,Mattapan,multifamily,3.0,1.0,5,3,2,0,High,59,4,1,1,0,1,1,0,1,0,69,14,4,https://www.trulia.com/rental/4044101240-622-Morton-St-1-Boston-MA-02126
1800,West Roxbury,multifamily,1.0,1.0,9,3,3,3,Lowest,77,4,1,0,1,1,1,0,1,0,14,5,2,https://www.trulia.com/p/ma/newton/50-broadlawn-park-307-newton-ma-02467--2451938501
2000,Dorchester,multifamily,1.0,1.0,7,3,2,2,Lowest,54,3,1,0,0,1,1,0,1,0,64,17,13,https://www.trulia.com/p/ma/dorchester-center/341-gallivan-blvd-r5-dorchester-center-ma-02124--2480169742
2150,West Roxbury,multifamily,3.0,1.0,14,4,5,5,Lowest,83,0,0,0,0,0,0,0,1,1,60,9,6,https://www.trulia.com/p/ma/west-roxbury/115-baker-st-west-roxbury-ma-02132--2001564702
2600,West Roxbury,multifamily,2.0,2.0,9,3,3,3,Lowest,83,3,0,1,1,0,0,1,1,0,12,3,1,https://www.trulia.com/p/ma/boston/55-broadlawn-park-19a-boston-ma-02132--2001573628
2300,Dorchester,multifamily,3.0,1.0,11,3,4,4,Low,54,5,1,0,1,1,1,1,1,0,107,22,17,https://www.trulia.com/p/ma/boston/52-bailey-st-1-boston-ma-02124--2344227701
3200,Fenway,multifamily,2.0,1.0,4,0,1,3,Moderate,21,0,0,0,0,0,0,0,1,0,628,59,197,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02115--2001420946
1850,Hyde Park,multifamily,2.0,1.0,2,1,0,1,Lowest,76,0,0,0,0,0,0,0,1,0,74,19,9,https://www.trulia.com/p/ma/hyde-park/116-bradlee-st-13-hyde-park-ma-02136--2001625156
1900,Roxbury,multifamily,1.0,1.0,7,5,2,0,Lowest,53,0,0,0,0,0,0,0,0,0,339,61,98,https://www.trulia.com/p/ma/boston/14-pompeii-st-1-boston-ma-02119--2324083980
2900,Charlestown,multifamily,2.0,1.0,6,2,2,2,Lowest,56,1,1,0,0,0,0,0,1,0,336,62,113,https://www.trulia.com/p/ma/charlestown/2-pearl-st-16-charlestown-ma-02129--2418481526
2600,Jamaica Plain,multifamily,3.0,1.0,2,1,1,0,Lowest,66,4,1,0,1,1,1,0,0,0,83,21,20,https://www.trulia.com/p/ma/boston/3899-washington-st-2-boston-ma-02131--2171568496
2800,Mattapan,multifamily,3.0,1.0,5,3,2,0,Moderate,59,1,1,0,0,0,0,0,1,0,64,14,4,https://www.trulia.com/p/ma/boston/520-harvard-st-2-boston-ma-02126--2436225833
3850,South Boston,multifamily,4.0,2.0,11,5,3,3,Lowest,53,4,1,1,0,1,1,0,1,1,124,26,51,https://www.trulia.com/p/ma/boston/140-l-st-6-boston-ma-02127--2361071312
3200,Hyde Park,singlefamily,4.0,1.5,5,3,1,1,Lowest,76,3,1,0,0,1,1,0,1,1,35,8,3,https://www.trulia.com/p/ma/boston/address-not-disclosed-boston-ma-02136--2001632234
2500,Mattapan,multifamily,3.0,1.0,5,3,2,0,Highest,59,0,0,0,0,0,0,0,0,1,72,14,4,https://www.trulia.com/p/ma/boston/650-morton-st-3-boston-ma-02126--2438099090
3075,Jamaica Plain,multifamily,3.0,1.0,27,9,9,9,Low,23,0,0,0,0,0,0,0,0,0,306,34,63,https://www.trulia.com/p/ma/boston/10-copenger-st-3-boston-ma-02120--2001463045
3795,Hyde Park,multifamily,2.0,2.0,1,1,0,0,Lowest,66,4,1,1,0,1,1,0,1,1,58,12,1,https://www.trulia.com/p/ma/roslindale/32-34-cummins-hwy-2-roslindale-ma-02131--2459144341
